property_type,price,bedRoom,bathroom,balcony,agePossession,sector,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat,1.65,3.0,2,2,Relatively New,sector 113,1420.0,0,0,0,Low,Mid Floor
flat,4.25,3.0,5,2,Relatively New,sector 112,3000.0,1,0,0,Medium,High Floor
house,0.85,1.0,5,3+,New Property,sector 102,600.0,0,0,0,Low,Mid Floor
flat,2.24,3.0,3,3,Relatively New,sector 65,1833.0,1,0,0,Low,Low Floor
flat,1.0,1.0,1,1,Old Property,sector 28,990.0,0,0,2,Medium,Low Floor
flat,4.1,5.0,5,2,Relatively New,sector 110,3500.0,1,0,0,High,Mid Floor
house,1.35,10.0,6,3+,Old Property,bhondsi,3500.0,0,0,0,Low,Mid Floor
flat,1.6,2.0,2,2,Moderately Old,sector 70,1409.0,0,0,0,Medium,High Floor
flat,0.27,2.0,2,1,Relatively New,sector 99a,538.0,0,0,0,Low,Mid Floor
flat,1.5,3.0,3,3,New Property,sector 84,1845.0,1,0,0,Medium,Low Floor
flat,0.97,2.0,2,2,Relatively New,sector 102,739.0,0,0,0,High,Mid Floor
flat,1.99,2.0,2,2,Under Construction,sector 65,1134.0,0,0,0,Low,High Floor
flat,1.3,3.0,3,1,Relatively New,sector 69,1384.0,0,0,2,Medium,High Floor
house,3.05,5.0,5,2,Old Property,sector 17,1728.0,0,1,2,Low,Low Floor
flat,1.38,3.0,3,1,Relatively New,sector 69,1384.0,0,0,0,High,High Floor
house,4.6,1.0,1,0,Old Property,sector 14,2250.0,0,0,0,Low,Low Floor
flat,1.78,4.0,4,3+,Relatively New,sector 90,1994.0,0,0,0,Medium,High Floor
flat,2.2,3.0,3,2,Under Construction,sector 61,1778.0,0,0,0,Low,Low Floor
flat,0.95,2.0,2,3+,Relatively New,sector 37c,1175.0,0,1,2,Medium,High Floor
house,4.6,2.0,2,2,Moderately Old,sector 31,1426.0,0,0,0,Low,Low Floor
house,9.25,9.0,9,3+,Moderately Old,sector 41,5000.0,1,1,2,Medium,Mid Floor
flat,1.9,2.0,2,3,Under Construction,sector 65,1135.0,0,0,0,Medium,Mid Floor
flat,1.4,4.0,6,3+,Relatively New,sector 106,1535.0,1,0,0,High,Mid Floor
flat,1.4,3.0,4,2,Moderately Old,sector 80,1854.0,0,1,0,Medium,Mid Floor
flat,0.42,3.0,2,2,Under Construction,sector 63,630.0,0,0,0,Low,Low Floor
house,5.5,4.0,4,2,Relatively New,sector 48,2340.0,1,0,2,Low,Low Floor
flat,1.75,3.0,3,3+,Relatively New,sector 102,1460.0,0,0,0,Low,Low Floor
flat,0.9,2.0,2,3+,New Property,sector 107,1230.0,0,0,0,Medium,High Floor
flat,0.75,2.0,2,2,Relatively New,sector 77,1180.0,0,0,2,High,Mid Floor
flat,1.12,3.0,3,2,Moderately Old,sector 83,1500.0,0,0,2,Medium,High Floor
house,2.0,2.0,4,3,Relatively New,sector 110,1341.0,0,0,2,Low,Mid Floor
flat,1.65,3.0,4,3+,New Property,sector 70,1913.0,1,0,0,Medium,High Floor
flat,3.4,4.0,4,3,Moderately Old,sector 41,2900.0,0,0,0,Low,Low Floor
flat,1.33,3.0,3,3+,Relatively New,sector 103,1667.0,0,0,0,High,Mid Floor
flat,0.95,3.0,2,1,New Property,sector 86,1878.0,0,0,0,Low,Mid Floor
flat,0.56,2.0,2,2,Relatively New,sector 95,1228.0,0,0,2,Medium,Mid Floor
house,1.15,3.0,3,3,Old Property,sector 47,275.0,0,0,2,Low,Low Floor
flat,1.6,2.0,2,2,Relatively New,sector 74,1504.0,0,0,2,High,High Floor
flat,0.46,1.0,1,1,New Property,sector 106,778.0,0,0,0,Medium,High Floor
house,3.55,4.0,4,3+,Old Property,sector 55,1449.0,0,0,2,Low,Low Floor
flat,2.33,3.0,3,3,New Property,sector 113,2098.0,1,0,0,High,Mid Floor
flat,0.9,2.0,2,2,New Property,sector 89,993.0,0,0,0,Medium,Mid Floor
flat,0.65,3.0,3,3,Moderately Old,sector 92,1297.0,0,0,0,Medium,Low Floor
flat,1.25,4.0,4,3,Relatively New,sector 90,2861.0,0,0,0,High,Mid Floor
house,2.95,2.0,2,2,Moderately Old,sector 56,1449.0,0,0,0,Low,Low Floor
flat,1.4,4.0,4,3+,Relatively New,sector 86,2121.0,1,0,0,Medium,High Floor
flat,1.6,3.0,3,3,Relatively New,sector 109,2291.0,1,0,0,Medium,Mid Floor
house,0.4,2.0,1,0,Old Property,sector 5,500.0,0,0,0,Low,Low Floor
flat,2.9,4.0,4,3+,Relatively New,sector 65,1975.0,1,0,2,High,Mid Floor
flat,1.54,2.0,2,3+,Relatively New,sector 74,1200.0,0,0,0,Medium,High Floor
flat,1.15,3.0,3,2,Relatively New,sector 83,1350.0,1,1,2,High,Mid Floor
flat,0.32,2.0,2,2,New Property,sector 99a,501.0,0,0,0,Medium,High Floor
flat,0.22,1.0,2,2,New Property,sector 104,335.0,0,0,0,Medium,Low Floor
house,0.9,2.0,4,3+,Moderately Old,sector 11,900.0,0,0,0,Low,Mid Floor
flat,0.52,3.0,2,2,Relatively New,sector 107,717.0,0,0,0,Low,Mid Floor
flat,2.0,4.0,4,3+,Relatively New,sector 108,2500.0,1,0,2,High,Mid Floor
flat,4.1,3.0,3,3,Moderately Old,sector 72,2295.0,1,0,0,Low,Mid Floor
flat,1.07,2.0,2,3,Relatively New,sector 70,1215.0,0,0,0,Medium,Mid Floor
flat,1.1,3.0,3,3,Relatively New,sector 37,1990.0,0,0,0,Medium,Mid Floor
flat,2.8,2.0,3,2,Relatively New,sector 112,2441.0,1,0,0,Medium,Mid Floor
flat,3.49,3.0,3,3,Relatively New,sector 67,2724.0,1,0,0,Medium,High Floor
flat,1.15,3.0,2,3+,Relatively New,sector 81,1348.0,0,0,0,Medium,High Floor
flat,2.0,3.0,3,3,New Property,sector 113,1806.0,0,0,0,Medium,High Floor
flat,1.2,3.0,3,3+,Relatively New,sector 90,1568.0,0,0,0,Medium,High Floor
flat,1.66,3.0,3,2,Relatively New,sector 69,1474.0,0,0,0,High,Low Floor
flat,3.2,4.0,4,0,Under Construction,sector 99,3225.0,0,0,0,Low,Mid Floor
house,4.35,3.0,8,2,Relatively New,sector 46,1836.0,0,0,2,Low,Mid Floor
flat,2.75,4.0,4,3+,Under Construction,sector 113,2886.0,1,0,1,Medium,High Floor
flat,0.52,1.0,1,1,Old Property,sector 56,473.0,0,0,0,Low,Low Floor
house,6.4,6.0,6,3+,Old Property,sector 14,3150.0,0,0,0,Low,Mid Floor
flat,3.35,3.0,3,3+,New Property,sector 63,2034.0,0,0,2,Low,Mid Floor
flat,0.73,2.0,2,3+,Relatively New,sector 84,1023.0,0,1,0,High,Mid Floor
flat,1.44,4.0,4,3,Relatively New,sector 92,2267.0,0,0,0,Low,Mid Floor
flat,1.41,2.0,2,3,New Property,sector 79,1747.0,0,0,0,Medium,Mid Floor
flat,0.8,2.0,2,3,Relatively New,sector 37,1300.0,0,0,0,Medium,Low Floor
house,0.38,3.0,3,3,Relatively New,sector 12,900.0,0,0,0,Low,Mid Floor
flat,1.25,2.0,2,2,Relatively New,sector 102,1094.0,0,0,0,Medium,Low Floor
house,5.7,4.0,5,3+,Relatively New,sector 109,5400.0,1,1,0,High,Mid Floor
house,0.47,2.0,1,1,Moderately Old,sector 105,624.0,0,1,0,Low,Low Floor
flat,2.25,3.0,3,2,Relatively New,sector 74,1938.0,1,0,2,High,Mid Floor
house,1.7,2.0,2,3+,Moderately Old,sector 39,900.0,1,1,0,Low,Mid Floor
house,3.71,3.0,3,1,Moderately Old,sector 12,1872.0,0,0,0,Low,Mid Floor
flat,1.0,2.0,2,2,New Property,sector 68,1311.0,0,0,0,Medium,High Floor
flat,1.76,3.0,3,3,Relatively New,sector 83,1500.0,1,0,2,High,Mid Floor
flat,2.35,3.0,4,3+,Relatively New,sector 81,1553.0,1,0,0,Medium,High Floor
flat,1.15,2.0,2,3,Relatively New,sector 107,1277.0,0,0,0,Low,Low Floor
house,6.75,5.0,4,2,Old Property,sector 49,3420.0,1,1,0,Medium,Low Floor
flat,2.5,4.0,5,3,Moderately Old,sector 48,2167.0,0,0,2,Low,Low Floor
flat,0.5,2.0,2,0,Relatively New,sector 103,750.0,0,0,0,Low,Mid Floor
flat,1.5,3.0,3,3,New Property,sector 89,1944.0,0,0,0,Low,Low Floor
flat,1.65,4.0,4,3+,Relatively New,sector 90,2214.0,0,0,0,High,High Floor
flat,0.35,2.0,2,2,New Property,sector 11,658.0,0,0,0,Medium,Mid Floor
flat,1.95,3.0,3,3+,New Property,sector 104,2544.0,1,0,0,Medium,Mid Floor
house,0.85,1.0,1,0,Old Property,sector 5,1000.0,0,0,0,Low,Low Floor
house,8.5,6.0,6,3+,Under Construction,sector 63,3132.0,0,1,0,Low,Mid Floor
flat,0.6,2.0,1,1,Relatively New,sector 69,584.0,0,0,0,Low,High Floor
flat,2.3,3.0,4,3+,Relatively New,sector 81,1848.0,1,0,1,High,High Floor
flat,1.25,3.0,3,3,Moderately Old,sector 90,1433.0,1,0,0,Medium,High Floor
flat,0.9,3.0,2,3,Relatively New,sector 69,1473.0,0,0,0,Medium,Mid Floor
flat,3.6,4.0,5,3,Relatively New,sector 110,3060.0,1,0,0,High,Mid Floor
flat,2.45,3.0,3,3+,Relatively New,sector 74,1800.0,0,0,0,Medium,High Floor
flat,5.75,3.0,4,3,Relatively New,sector 54,2329.0,1,0,1,High,High Floor
flat,0.36,2.0,2,1,Relatively New,sector 84,530.0,0,1,1,Medium,Mid Floor
flat,0.95,4.0,3,2,New Property,sector 92,1983.0,0,0,0,Low,High Floor
flat,1.4,3.0,3,3,Relatively New,sector 102,1300.0,1,0,0,Low,Mid Floor
flat,0.6,2.0,2,2,New Property,sector 67,630.0,0,0,0,Low,High Floor
flat,0.32,2.0,2,2,New Property,sector 99a,472.0,0,0,0,Medium,Low Floor
house,17.0,5.0,8,3,Relatively New,sector 73,9000.0,1,1,1,Medium,Mid Floor
flat,2.24,3.0,3,2,New Property,sector 61,1394.0,0,0,0,Medium,Mid Floor
house,6.0,9.0,9,3+,Old Property,sector 12,9000.0,0,0,0,Low,Mid Floor
flat,0.8,2.0,2,2,Under Construction,sector 89,1441.0,0,0,0,Low,Mid Floor
flat,3.5,3.0,4,3,Relatively New,sector 66,2150.0,1,0,0,Medium,Mid Floor
flat,1.66,3.0,5,3,Relatively New,sector 70,1523.0,1,0,0,Medium,Mid Floor
flat,0.75,2.0,2,2,Moderately Old,sector 81,1397.0,0,0,0,Low,Mid Floor
flat,0.95,4.0,5,3+,Moderately Old,sector 92,1707.0,1,0,0,Low,Mid Floor
house,3.0,4.0,4,0,Old Property,garhi harsaru,3000.0,0,0,0,Low,Low Floor
flat,1.45,3.0,3,3,Relatively New,sector 37,1711.0,0,0,0,Medium,Mid Floor
flat,0.45,3.0,2,1,Relatively New,sector 105,1056.0,0,0,2,Low,Low Floor
flat,2.35,3.0,3,3+,Under Construction,sector 111,1615.0,0,0,0,Low,Mid Floor
flat,1.32,4.0,4,3,Moderately Old,sector 71,1974.0,1,0,0,Medium,High Floor
flat,2.23,3.0,3,3,Relatively New,sector 49,1830.0,0,0,0,Low,High Floor
flat,0.95,4.0,3,2,New Property,sector 92,1983.0,0,0,0,Medium,High Floor
flat,0.78,2.0,2,3,Under Construction,sector 92,843.0,0,0,0,Low,Low Floor
house,6.75,3.0,3,3,Moderately Old,sector 26,2430.0,0,0,0,Low,Low Floor
flat,1.9,2.0,2,2,Relatively New,sector 65,1358.0,0,0,0,Low,High Floor
flat,0.86,2.0,3,3,Under Construction,sector 89,993.0,0,0,0,Low,Mid Floor
flat,0.65,2.0,2,3,Relatively New,sector 90,1050.0,0,0,0,Medium,Mid Floor
flat,0.75,2.0,2,2,Relatively New,sector 83,1193.0,0,0,2,Low,Mid Floor
flat,1.68,4.0,4,2,Relatively New,sector 69,1809.0,0,0,0,Medium,Low Floor
house,5.7,4.0,4,0,Moderately Old,sector 54,2430.0,0,0,0,Low,Low Floor
flat,0.32,2.0,1,0,Old Property,sector 4,476.0,0,0,0,Low,Low Floor
house,1.35,2.0,3,2,Old Property,sector 57,550.0,0,0,0,Low,Mid Floor
flat,0.95,3.0,3,3,Moderately Old,sector 83,1489.0,0,0,0,Low,Low Floor
flat,1.21,3.0,3,3+,Relatively New,sector 90,1929.0,1,0,0,Medium,Mid Floor
flat,2.01,4.0,4,3+,Moderately Old,sector 1,1956.0,0,0,1,Low,Mid Floor
flat,1.7,3.0,4,2,Under Construction,sector 92,1467.0,0,0,0,Medium,Low Floor
flat,1.75,4.0,5,3+,New Property,sector 104,2582.0,1,0,0,Medium,Low Floor
flat,3.79,5.0,5,3,Relatively New,sector 110,3447.0,1,0,0,Medium,Mid Floor
flat,1.2,3.0,3,3+,Moderately Old,sector 1a,2944.0,1,0,0,Low,Mid Floor
flat,1.2,3.0,4,3,Relatively New,sector 37c,1635.0,0,0,0,Medium,Mid Floor
house,9.0,6.0,7,3+,Moderately Old,sector 28,3240.0,1,1,0,Medium,Mid Floor
house,5.6,8.0,6,3+,Moderately Old,sector 2,3240.0,1,1,0,Low,Low Floor
flat,1.13,3.0,3,2,Under Construction,sector 70,1449.0,0,0,0,Low,Low Floor
flat,0.95,2.0,2,2,Relatively New,sector 81,1150.0,0,0,2,High,High Floor
flat,1.17,2.0,2,2,Relatively New,sector 37,1269.0,0,0,0,Medium,Low Floor
flat,1.15,3.0,4,2,Old Property,sector 12,2000.0,1,0,0,Low,Low Floor
flat,0.97,3.0,3,3+,Relatively New,sector 70,1332.0,0,0,0,Medium,Low Floor
flat,1.75,3.0,4,3+,Relatively New,sector 102,1748.0,1,0,2,Medium,High Floor
house,1.2,7.0,3,0,Moderately Old,sector 11,300.0,0,0,0,Low,Mid Floor
flat,3.0,4.0,4,3+,Relatively New,sector 65,1975.0,1,0,0,Medium,Low Floor
flat,1.25,2.0,2,3,New Property,sector 68,935.0,0,0,0,Low,Mid Floor
house,10.56,5.0,5,3,Moderately Old,sector 50,3240.0,1,0,0,Low,Mid Floor
flat,0.39,2.0,2,0,Relatively New,sector 84,548.0,0,0,0,Low,Mid Floor
house,18.25,7.0,9,3+,Relatively New,sector 26,11111.0,1,1,2,Medium,Mid Floor
house,1.0,3.0,2,2,Old Property,sector 110,120.0,0,0,0,Low,Low Floor
flat,1.4,3.0,4,3+,Relatively New,sector 107,2125.0,1,0,0,Medium,Mid Floor
flat,2.25,3.0,3,3+,New Property,sector 81,1919.0,1,0,1,High,Mid Floor
flat,0.46,2.0,2,0,Relatively New,sector 95,990.0,0,0,0,Low,Mid Floor
flat,0.32,2.0,2,1,Relatively New,sector 95,561.0,0,0,1,Low,Mid Floor
flat,1.9,4.0,3,3+,Moderately Old,sector 55,2000.0,0,0,1,Low,Mid Floor
flat,0.16,2.0,2,2,Moderately Old,sector 23,702.0,0,0,0,Low,Low Floor
flat,1.47,2.0,2,2,New Property,sector 61,1278.0,0,0,0,Medium,Mid Floor
flat,1.1,2.0,2,3,Relatively New,sector 85,1173.0,0,0,0,Medium,High Floor
flat,2.8,3.0,3,3+,Relatively New,sector 65,1650.0,1,0,2,Low,Mid Floor
house,6.5,5.0,5,0,Moderately Old,sector 14,2500.0,0,0,0,Low,Mid Floor
flat,3.1,2.0,2,3,Relatively New,sector 112,1500.0,1,1,2,Medium,Mid Floor
flat,1.4,3.0,3,3+,Relatively New,sector 88a,1665.0,0,0,2,Low,Mid Floor
flat,2.51,3.0,3,3+,Old Property,sector 49,2061.0,0,0,2,Medium,Mid Floor
flat,0.42,2.0,2,2,Relatively New,sector 89,765.0,0,0,0,Low,Mid Floor
flat,1.24,3.0,3,3,Relatively New,sector 84,1650.0,0,0,2,High,Mid Floor
flat,2.4,3.0,4,3+,Moderately Old,sector 47,1911.0,1,0,0,Medium,Mid Floor
flat,1.8,3.0,4,3+,Relatively New,sector 83,1667.0,1,0,2,Medium,Mid Floor
flat,9.2,4.0,6,3,Relatively New,sector 62,3856.0,1,0,2,High,Mid Floor
flat,1.1,3.0,2,2,Relatively New,sector 70,1350.0,0,0,0,Low,Mid Floor
flat,0.95,2.0,2,2,New Property,sector 89,1226.0,1,0,0,Low,Mid Floor
flat,5.25,4.0,6,3+,Relatively New,sector 111,4050.0,1,0,2,Medium,Mid Floor
flat,3.15,3.0,3,3,Under Construction,sector 63,2153.0,0,0,0,Low,Mid Floor
flat,1.05,3.0,3,3,New Property,sector 37c,1500.0,0,0,2,Low,Mid Floor
flat,1.34,3.0,3,3+,Relatively New,sector 103,1721.0,1,1,2,Low,High Floor
flat,0.55,2.0,2,2,Old Property,sector 3,900.0,0,0,0,Medium,Low Floor
house,9.25,5.0,5,3+,Relatively New,sector 57,5580.0,1,1,2,High,Mid Floor
flat,3.4,3.0,3,2,Relatively New,sector 112,2225.56,0,0,2,High,High Floor
flat,0.5,3.0,2,2,Under Construction,sector 88a,663.0,0,0,0,Low,Low Floor
flat,1.99,3.0,4,3+,Relatively New,sector 85,2398.0,1,0,2,High,High Floor
flat,2.5,4.0,4,3+,Relatively New,sector 43,2385.0,0,0,2,Medium,Low Floor
flat,1.75,3.0,4,3+,Relatively New,sector 104,2031.0,1,0,2,Low,High Floor
flat,1.15,3.0,3,3,Moderately Old,sector 78,1959.0,1,0,0,Low,Mid Floor
flat,1.8,3.0,3,3+,Relatively New,sector 82,1540.0,1,0,1,High,Mid Floor
flat,0.5,2.0,2,3,Relatively New,sector 81,700.0,0,0,0,Medium,Mid Floor
house,6.5,5.0,5,3+,Old Property,sector 25,1800.0,1,1,2,Medium,Mid Floor
flat,0.64,2.0,2,1,New Property,sector 86,1360.0,0,0,0,Medium,Mid Floor
house,1.15,5.0,3,2,Old Property,sector 7,1350.0,0,0,0,Low,Low Floor
flat,0.43,2.0,2,1,New Property,sector 86,557.0,0,0,0,Medium,Mid Floor
flat,1.9,3.0,4,3,Relatively New,sector 102,1600.0,1,0,0,Medium,High Floor
flat,0.4,3.0,2,2,Relatively New,sector 95,761.0,0,0,0,Low,Mid Floor
flat,1.7,3.0,3,3,Relatively New,sector 65,1077.0,0,0,2,Medium,Mid Floor
flat,1.45,3.0,3,3+,Relatively New,sector 52,1800.0,0,0,2,Medium,Mid Floor
flat,2.8,3.0,3,0,Relatively New,sector 65,1828.0,0,0,0,Low,High Floor
house,10.3,5.0,6,3+,Moderately Old,sector 50,3240.0,1,1,2,High,Mid Floor
flat,1.6,3.0,3,3+,Relatively New,sector 86,1548.0,0,0,2,High,Mid Floor
flat,1.25,3.0,3,3,Relatively New,sector 90,1640.0,0,0,0,High,Mid Floor
flat,2.72,4.0,4,3+,Relatively New,sector 67,2250.0,1,0,2,Medium,Low Floor
flat,1.02,2.0,2,3,Relatively New,sector 107,1381.0,0,0,0,Medium,Mid Floor
flat,1.1,2.0,2,3,New Property,sector 68,1121.0,0,0,0,Medium,High Floor
house,13.0,3.0,3,3+,New Property,sector 43,2700.0,0,0,2,Low,Mid Floor
house,2.1,10.0,10,3+,New Property,sector 43,549.0,1,0,0,Low,Mid Floor
flat,2.7,3.0,3,3+,Relatively New,sector 48,2000.0,1,0,2,High,Mid Floor
flat,1.4,4.0,4,3,Relatively New,sector 83,2167.0,1,0,0,Low,Mid Floor
flat,2.35,3.0,3,3,Relatively New,sector 65,1833.0,1,0,2,Medium,Mid Floor
flat,1.8,3.0,4,3,Relatively New,sector 102,1700.0,1,0,0,Low,High Floor
house,1.6,4.0,4,3+,Moderately Old,sector 82,2425.0,1,0,0,Medium,High Floor
flat,0.65,2.0,2,3,New Property,sector 36,822.0,0,0,0,Medium,Low Floor
flat,1.2,3.0,3,3,Relatively New,sector 79,1341.0,0,0,2,Low,High Floor
flat,2.6,3.0,2,2,Moderately Old,sector 70,2406.0,1,0,0,Medium,High Floor
house,0.95,2.0,1,1,New Property,sector 7,450.0,0,0,0,Low,Mid Floor
flat,2.9,4.0,4,3+,Moderately Old,sector 49,2145.0,1,0,0,Medium,Mid Floor
flat,1.25,3.0,4,2,Relatively New,sector 71,1569.0,1,0,2,High,Mid Floor
flat,2.05,4.0,4,2,Relatively New,sector 69,1878.0,0,0,0,High,Low Floor
flat,1.78,4.0,3,3,Relatively New,sector 37,1972.0,1,0,0,Medium,Mid Floor
flat,1.28,3.0,3,3,Relatively New,sector 79,1262.0,0,0,2,Medium,High Floor
flat,4.1,4.0,5,3,New Property,sector 108,2343.0,1,0,1,Medium,High Floor
house,9.5,7.0,6,3,Relatively New,sector 109,3600.0,1,0,0,Medium,Mid Floor
flat,2.57,3.0,3,2,Under Construction,sector 61,1630.0,0,0,0,Low,Mid Floor
flat,3.9,3.0,3,0,Relatively New,sector 106,2450.0,0,0,0,Medium,High Floor
flat,0.94,2.0,2,2,Relatively New,sector 82,1292.0,0,0,2,Medium,High Floor
house,4.0,5.0,5,2,Relatively New,sector 53,2250.0,0,0,0,Low,Mid Floor
house,10.0,5.0,6,3,Old Property,sector 25,2700.0,1,1,2,Medium,Mid Floor
flat,0.95,2.0,2,2,Relatively New,sector 81,1109.0,0,0,2,Medium,Low Floor
flat,1.98,3.0,4,3,Relatively New,sector 85,2300.0,0,0,0,Low,Mid Floor
flat,5.0,6.0,7,3+,Relatively New,sector 70,5333.0,1,0,0,Medium,Low Floor
flat,3.4,4.0,5,3,Relatively New,sector 110,3060.0,1,1,0,Medium,Mid Floor
flat,0.5,1.0,1,1,Relatively New,sector 111,374.0,0,0,1,Medium,Low Floor
flat,1.2,3.0,3,3+,Relatively New,sector 90,1737.0,0,0,0,Low,High Floor
flat,1.25,3.0,3,3+,Moderately Old,sector 1a,2944.0,1,0,0,Low,Mid Floor
house,1.8,4.0,5,0,Relatively New,sector 92,2360.0,0,0,0,Low,High Floor
flat,1.35,2.0,2,3,New Property,sector 79,1350.0,0,0,2,Medium,Mid Floor
flat,2.0,4.0,5,3+,Relatively New,sector 85,2531.0,1,1,0,Medium,Low Floor
flat,0.65,2.0,2,3,Relatively New,sector 90,1215.0,0,0,0,Medium,Mid Floor
flat,1.1,2.0,2,3+,Relatively New,sector 85,1460.0,0,1,0,Medium,Mid Floor
flat,3.05,4.0,5,3+,Relatively New,sector 69,2841.0,1,0,0,Low,High Floor
house,2.25,5.0,3,0,Old Property,sector 7,148.0,0,0,0,Low,Low Floor
flat,2.0,3.0,3,3+,Old Property,sector 39,2400.0,0,0,0,Low,Low Floor
flat,1.05,3.0,2,2,New Property,sector 4,1500.0,0,0,2,Low,Low Floor
house,0.75,2.0,3,2,Old Property,sector 10,100.0,0,0,0,Low,Mid Floor
flat,2.75,3.0,4,3+,Moderately Old,sector 48,2567.0,0,0,0,Low,Mid Floor
flat,3.3,4.0,5,3,Relatively New,sector 110,3015.0,1,0,0,Medium,Mid Floor
flat,0.68,3.0,3,2,Relatively New,sector 92,1442.0,0,0,0,Medium,High Floor
house,0.27,2.0,2,1,Moderately Old,sector 7,225.0,0,0,0,Low,Low Floor
flat,1.19,2.0,2,3,Relatively New,sector 85,1670.0,0,0,0,Low,High Floor
house,7.25,9.0,8,3,Old Property,sector 41,2475.0,1,0,2,Medium,Mid Floor
flat,1.2,3.0,3,2,New Property,sector 89,1423.0,0,0,0,Low,Low Floor
flat,0.35,2.0,2,2,Relatively New,sector 2,800.0,0,0,0,Low,Mid Floor
flat,1.15,2.0,2,3,Relatively New,sector 85,1263.0,0,0,0,Medium,High Floor
house,7.2,4.0,4,2,Old Property,sector 17,4494.0,1,1,0,Low,Low Floor
house,5.0,2.0,9,3+,New Property,sector 55,1125.0,0,0,2,Low,Mid Floor
flat,1.4,3.0,4,0,New Property,sector 107,2125.0,0,0,0,Medium,Low Floor
house,1.6,8.0,5,3+,Old Property,sector 24,540.0,0,0,0,Low,Mid Floor
flat,1.35,3.0,3,3+,Relatively New,sector 103,1611.0,0,0,2,High,Mid Floor
flat,1.9,4.0,4,3+,Relatively New,sector 92,1920.0,1,0,0,Low,Mid Floor
flat,3.4,3.0,4,3,Relatively New,sector 67,2117.0,1,0,2,Medium,High Floor
house,1.1,3.0,3,3,Old Property,sector 10,1260.0,0,0,0,Low,Mid Floor
house,0.82,2.0,3,3,Moderately Old,sector 8,900.0,0,0,0,Low,Low Floor
flat,2.25,2.0,2,3,Under Construction,sector 65,1592.0,0,0,0,Low,Mid Floor
house,0.32,2.0,3,1,Relatively New,sector 8,450.0,0,0,0,Low,Low Floor
flat,1.05,3.0,4,3+,Relatively New,sector 106,1345.0,1,0,0,High,Mid Floor
flat,0.83,2.0,2,3,New Property,sector 79,1700.0,0,0,1,Low,Mid Floor
flat,1.3,3.0,3,3,Moderately Old,sector 86,1737.0,1,0,0,Medium,High Floor
flat,0.87,2.0,3,3+,Relatively New,sector 37c,1300.0,0,0,0,Medium,Mid Floor
flat,1.55,3.0,3,1,Relatively New,sector 86,1900.0,0,0,2,High,High Floor
flat,1.06,2.0,2,2,Relatively New,sector 85,1504.0,0,0,0,Low,High Floor
house,25.0,4.0,4,3+,Moderately Old,sector 54,8036.0,1,1,0,Low,Low Floor
flat,1.5,2.0,2,2,New Property,sector 113,1149.0,0,0,0,Medium,High Floor
house,4.99,4.0,4,3+,Moderately Old,sector 2,2642.0,1,1,0,Low,Mid Floor
house,0.65,4.0,2,2,Moderately Old,sector 4,585.0,0,0,0,Low,Low Floor
flat,1.25,4.0,3,3,Old Property,sector 9,2007.0,1,0,2,Low,Low Floor
flat,1.54,3.0,3,3+,Relatively New,sector 86,1780.0,1,0,0,High,High Floor
flat,1.26,2.0,2,3,Relatively New,sector 102,1094.0,0,0,2,Low,Mid Floor
house,4.65,5.0,5,3+,Moderately Old,sector 53,2646.0,0,0,2,Low,Low Floor
flat,0.48,2.0,2,1,Relatively New,sector 81,546.0,0,0,2,Low,High Floor
flat,1.4,2.0,2,2,New Property,sector 74,1282.0,0,0,2,High,High Floor
flat,0.3,1.0,2,2,New Property,sector 103,402.0,0,0,0,Low,Mid Floor
flat,1.0,1.0,1,1,Moderately Old,sector 49,850.0,0,0,0,Low,Mid Floor
flat,0.82,2.0,2,3,New Property,sector 99,1365.0,0,0,0,Medium,Low Floor
house,2.1,2.0,8,3+,Moderately Old,sector 28,900.0,0,0,2,Low,Mid Floor
flat,0.66,2.0,2,3,Relatively New,sector 90,1118.0,0,0,0,Medium,Mid Floor
flat,1.47,2.0,2,2,Under Construction,sector 61,1278.0,0,0,0,Low,Mid Floor
flat,0.36,2.0,2,2,New Property,sector 95,717.0,0,0,0,Medium,Mid Floor
house,6.0,4.0,4,3+,Relatively New,sector 109,2430.0,1,1,0,High,Low Floor
flat,1.05,3.0,4,3+,Relatively New,sector 104,2000.0,1,0,2,Medium,Mid Floor
flat,2.35,3.0,3,3,Relatively New,sector 49,2030.0,0,0,0,Low,High Floor
flat,3.25,4.0,5,3+,Relatively New,sector 69,2895.0,0,0,0,Low,High Floor
flat,1.9,3.0,3,3,New Property,sector 61,1137.0,0,0,0,Low,Low Floor
flat,3.35,3.0,4,2,New Property,sector 108,2525.0,0,0,0,Medium,High Floor
flat,2.55,3.0,3,3,Relatively New,sector 22,1860.0,0,0,1,Medium,Mid Floor
house,6.5,5.0,5,2,Relatively New,sector 49,3456.0,1,0,2,Low,Low Floor
flat,1.56,3.0,5,3,New Property,sector 99a,1797.0,1,0,0,Low,Mid Floor
flat,1.36,3.0,3,3,Under Construction,sector 37,1535.0,0,0,0,Low,Low Floor
flat,0.85,2.0,2,3+,Relatively New,sector 104,1269.0,0,0,0,Medium,Mid Floor
flat,1.69,3.0,3,3+,New Property,sector 70,1900.0,1,0,0,High,Mid Floor
house,6.95,4.0,4,3+,Old Property,sector 17,3500.0,1,1,0,Low,Low Floor
flat,2.36,4.0,6,3+,Relatively New,sector 103,2722.0,1,0,2,High,Mid Floor
