society,property_type,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_id,sector,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
eros rosewood city,house,1.6,3500.0,4.0,4,3,4.0,New Property,,sector 49,60.0,0,0,0,0,0,2,27,1143.0
la vida by tata housing,flat,2.4,10825.0,3.0,4,3+,5.0,Relatively New,U69781434,sector 113,1940.0,0,1,0,0,0,0,49,739.0
ambience creacions,flat,1.99,14420.0,2.0,2,2,9.0,New Property,M69440724,sector 22,1285.0,1,1,0,1,0,0,20,690.0
ss the leaf,flat,1.1,9565.0,2.0,2,3,10.0,Relatively New,M69399790,sector 85,1600.0,0,0,0,1,0,0,150,575.0
shree vardhman victoria,flat,1.23,9111.0,2.0,2,3,1.0,Relatively New,O69936994,sector 70,1215.0,1,0,0,0,0,0,43,675.0
godrej summit,flat,1.25,6779.0,3.0,4,3+,12.0,Relatively New,G50040394,sector 104,1660.0,0,1,0,0,1,0,79,614.6666666666666
ild greens,flat,1.0,4320.0,3.0,3,3+,5.0,Under Construction,V37903509,sector 37c,1688.0,0,0,0,0,0,0,51,771.6666666666666
ireo victory valley,flat,3.5,14583.0,3.0,4,3,24.0,Relatively New,N69311428,sector 67,2490.0,0,1,0,1,0,2,149,800.0
tata primanti,flat,3.5,11427.0,4.0,5,3+,16.0,Relatively New,G16283577,sector 72,2625.0,0,1,0,0,1,0,31,765.75
godrej,flat,1.47,16261.0,2.0,2,3,9.0,New Property,Z69627792,sector 79,93.0,1,0,0,0,0,0,99,452.0
ss the leaf,flat,1.25,7180.0,2.0,2,2,16.0,Relatively New,L69730618,sector 85,1934.0,0,0,0,0,0,2,49,870.5
sector 57 huda,house,3.8,26063.0,2.0,8,3+,4.0,Relatively New,,sector 57,1458.0,0,0,1,1,0,2,94,729.0
adani m2k oyster grande,flat,2.5,7817.0,4.0,5,3+,10.0,Relatively New,U69504806,sector 102,2600.0,0,1,0,1,0,2,174,799.5
sbtl caladium,flat,1.3,6915.0,3.0,2,3,16.0,Moderately Old,H69848302,sector 109,1692.0,0,0,0,0,0,0,134,626.6666666666666
raheja navodaya,flat,0.85,4271.0,3.0,3,3,2.0,Relatively New,X68141470,sector 92,1791.0,0,0,0,0,0,0,100,663.3333333333334
conscient heritage max,flat,2.22,13875.0,3.0,4,3+,15.0,Relatively New,L68345584,sector 102,2000.0,1,1,0,0,0,0,82,533.3333333333334
independent,house,4.12,8889.0,2.0,1,3+,2.0,Moderately Old,,sector 105,4635.0,0,0,0,0,0,0,0,2317.5
supertech araville,flat,1.35,6941.0,3.0,3,3,4.0,Relatively New,H68825634,sector 79,2161.0,0,0,0,0,0,0,0,648.3333333333334
orchid petals,flat,4.52,10984.0,5.0,5,3+,14.0,Moderately Old,K69732128,sector 49,3704.0,1,1,0,1,0,0,49,823.0
mapsko mount ville,flat,1.1,12731.0,3.0,3,3,22.0,Relatively New,I69664328,sector 79,1151.0,1,0,0,1,0,0,135,288.0
emaar mgf palm hills,flat,1.65,8462.0,4.0,3,3,9.0,Relatively New,S70076870,sector 77,1755.0,0,1,0,0,0,0,100,487.5
independent,house,3.75,20425.0,4.0,4,3+,3.0,Old Property,,sector 5,1836.0,0,0,0,0,0,2,28,459.0
vipul tatvam villa,house,8.5,21250.0,4.0,5,3+,2.0,Moderately Old,,sector 48,4000.0,1,1,0,1,1,2,49,1000.0
huda ashok vihar phase,house,0.7,10234.0,3.0,2,1,2.0,New Property,,sector 4,684.0,1,0,0,0,0,0,7,228.0
independent,house,3.5,17500.0,3.0,3,1,2.0,Old Property,,sector 10,2000.0,0,0,0,0,0,0,0,666.6666666666666
emaar palm gardens,flat,1.8,9474.0,3.0,4,3,4.0,Relatively New,Y69577746,sector 83,1546.0,1,1,1,1,0,2,174,633.3333333333334
independent,house,1.55,6568.0,3.0,2,0,1.0,Relatively New,,sector 109,2360.0,0,0,0,0,0,0,0,786.6666666666666
raheja sampada,flat,0.9,6569.0,3.0,2,3,11.0,Relatively New,I56902148,sector 92,1233.0,0,0,0,0,0,0,88,456.6666666666667
rof aalayas,flat,0.45,8411.0,2.0,2,1,14.0,Relatively New,V70147230,sector 102,566.0,0,0,0,0,0,1,57,267.5
m3m woodshire,flat,0.82,6003.0,2.0,2,3+,7.0,Relatively New,U69550268,sector 107,1230.0,0,0,0,0,0,0,111,683.0
satya the hermitage,house,4.35,13501.0,4.0,4,3+,2.0,Relatively New,,sector 103,3222.0,1,1,1,1,0,0,138,805.5
emaar digihomes,flat,2.45,16003.0,2.0,2,2,7.0,New Property,R69847680,sector 62,1200.0,1,0,0,0,0,1,174,765.5
godrej icon,flat,1.75,14894.0,3.0,3,3+,6.0,New Property,O63985496,sector 88a,1306.0,0,0,0,0,0,0,55,391.6666666666667
m3m golfestate,flat,4.95,15906.0,3.0,3,3,10.0,Relatively New,M69810242,sector 65,2801.0,0,1,0,0,0,2,82,1037.3333333333333
ats kocoon,flat,2.22,10597.0,3.0,4,3,14.0,Relatively New,Q70065940,sector 109,1860.0,1,1,1,1,0,0,45,698.3333333333334
m3m golfestate,flat,4.94,16234.0,3.0,4,3,15.0,Moderately Old,N67917630,sector 65,2739.0,0,1,0,0,0,0,165,1014.3333333333334
conscient elevate,flat,4.25,18519.0,3.0,4,3,3.0,Under Construction,D69024020,sector 59,2066.0,0,0,0,0,0,0,0,765.0
tulip violet,flat,1.7,8458.0,4.0,4,2,10.0,Relatively New,O68587792,sector 69,1799.0,1,1,1,1,0,0,174,502.5
imperia the esfera,flat,0.85,5387.0,2.0,3,3,9.0,Relatively New,R70039414,sector 37c,1438.0,1,0,0,0,0,0,49,789.0
pareena coban residences,flat,1.02,8793.0,2.0,2,3,3.0,Relatively New,T69088126,sector 99a,1430.0,1,0,0,0,0,0,174,580.0
emaar mgf palm hills,flat,1.25,8621.0,3.0,4,3,3.0,Relatively New,R69655476,sector 77,1306.0,1,1,0,0,0,0,49,483.3333333333333
sare crescent parc,flat,0.66,4977.0,3.0,2,2,15.0,Relatively New,C63784748,sector 92,1473.0,0,0,0,0,0,1,44,442.0
signature global city,flat,1.25,6083.0,3.0,3,3,4.0,Under Construction,H69851460,sector 37,2283.0,0,0,0,0,0,0,16,685.0
ambience creacions,flat,4.63,14984.0,3.0,5,3+,5.0,New Property,L69964486,sector 22,2781.0,0,1,0,0,1,0,120,1030.0
dlf regal gardens,flat,1.78,8036.0,4.0,4,3+,8.0,Relatively New,O69621840,sector 90,2000.0,0,0,0,0,0,0,126,553.75
unitech sunbreeze,flat,1.0,5476.0,4.0,3,0,0.0,Relatively New,L68021304,sector 69,1826.0,0,0,0,0,0,0,0,456.5
conscient heritage max,flat,1.82,9010.0,3.0,4,3+,12.0,Relatively New,N69573174,sector 102,1748.0,0,1,0,0,0,0,101,673.3333333333334
mahindra luminare,flat,5.8,19174.0,3.0,4,3,16.0,New Property,M69341604,sector 59,3361.0,0,1,0,0,0,2,49,1008.3333333333334
orchid petals,flat,2.45,11887.0,3.0,3,3,0.0,Relatively New,U70024910,sector 49,1855.0,1,0,0,0,0,0,49,687.0
independent,house,1.0,8230.0,3.0,7,3+,3.0,Moderately Old,,sector 12,3750.0,0,0,1,1,0,0,7,405.0
independent,house,7.3,12586.0,9.0,9,2,3.0,Relatively New,,sector 25,5800.0,0,1,1,0,0,2,109,644.4444444444445
sbr minda sec-1 imt manesar,flat,0.64,4194.0,3.0,2,3+,6.0,Old Property,T68302040,sector 1,1696.0,0,0,0,0,0,0,51,508.6666666666667
experion the heartsong,flat,1.2,6826.0,3.0,2,3+,11.0,Relatively New,A69625254,sector 108,1550.0,0,1,0,1,0,2,174,586.0
signature signum 95a,flat,0.4,7782.0,2.0,2,2,3.0,New Property,A68440828,sector 95a,571.0,0,0,0,0,0,0,44,257.0
independent,house,8.5,26235.0,5.0,4,2,1.0,Moderately Old,,sector 45,3240.0,0,1,0,1,0,2,49,648.0
conscient heritage max,flat,1.75,9063.0,3.0,4,3+,16.0,Relatively New,L59898308,sector 102,1738.0,0,1,0,0,0,0,134,643.6666666666666
housing apna enclave,flat,0.39,4105.0,2.0,2,1,1.0,Old Property,E68368414,sector 4,950.0,0,0,0,0,0,0,0,475.0
unitech aspen greens,house,7.0,32407.0,4.0,4,2,2.0,Old Property,,sector 50,2160.0,0,1,0,0,0,0,29,540.0
indiabulls centrum park,flat,2.4,8348.0,4.0,6,3+,15.0,Relatively New,N68495966,sector 103,2456.0,0,1,0,0,0,0,156,718.75
pyramid urban homes 2,flat,0.41,6902.0,2.0,2,1,3.0,Relatively New,E69867822,sector 86,668.0,0,0,0,0,0,0,63,297.0
capital residences 360,flat,1.18,8138.0,2.0,2,3,7.0,New Property,H70121978,sector 70,1400.0,0,0,0,1,0,0,140,725.0
sbtl caladium,flat,1.26,6542.0,3.0,2,3,8.0,Relatively New,Y69512836,sector 109,1692.0,0,0,0,0,0,0,103,642.0
independent,house,4.25,26235.0,2.0,9,3+,4.0,Moderately Old,,sector 41,1620.0,1,1,0,0,0,2,36,810.0
independent,house,6.5,35403.0,5.0,4,3+,3.0,Moderately Old,,c block sushant lok phase 1,1836.0,0,1,0,1,0,2,54,367.2
sbtl caladium,flat,1.8,7073.0,3.0,3,3+,10.0,Relatively New,H70072028,sector 109,1994.0,0,0,0,0,0,0,174,848.3333333333334
dlf the ultima,flat,3.46,12047.0,4.0,4,3+,10.0,New Property,S69786590,sector 81,2585.0,0,1,0,0,0,1,161,718.0
ireo the corridors,flat,2.08,12044.0,3.0,3,2,6.0,Under Construction,W32639849,sector 67,1554.0,0,0,0,0,1,0,55,575.6666666666666
pareena mi casa,flat,1.9,9228.0,3.0,3,3+,1.0,Under Construction,Z64110184,sector 68,2288.0,0,1,0,0,0,0,49,686.3333333333334
signature global orchard avenue,flat,0.36,6716.0,2.0,2,2,6.0,Relatively New,I69622378,sector 93,604.0,0,0,0,0,0,0,16,268.0
signature global the millennia,flat,0.55,9167.0,2.0,2,3,3.0,New Property,G68322916,sector 37,540.0,0,0,0,0,0,0,53,300.0
tata primanti,flat,4.0,13769.0,4.0,5,3+,9.0,Relatively New,M69966198,sector 72,2800.0,0,1,0,0,0,2,165,726.25
dlf new town heights,house,2.5,7827.0,4.0,5,3+,4.0,Moderately Old,,sector 86,3194.0,0,1,0,1,1,2,49,798.5
the lions cghs,flat,2.05,9535.0,4.0,4,3,7.0,Relatively New,J70153716,sector 56,2000.0,0,1,0,0,1,2,49,537.5
godrej,flat,2.0,8453.0,3.0,4,3+,2.0,Relatively New,O69003136,sector 79,2629.0,0,1,0,0,0,2,156,788.6666666666666
dlf regal gardens,flat,1.15,6326.0,3.0,3,3+,18.0,Relatively New,K65532766,sector 90,1636.0,0,0,0,1,0,2,130,606.0
unitech escape,house,12.0,37037.0,5.0,6,3+,3.0,Moderately Old,,sector 50,3240.0,0,0,0,0,0,0,66,648.0
independent,house,3.15,20349.0,5.0,4,3+,2.0,Moderately Old,,sector 57,1548.0,0,0,1,0,0,2,60,309.6
ramsons kshitij,flat,0.28,3651.0,2.0,2,2,5.0,New Property,O48320397,sector 95,690.0,0,0,0,0,1,0,0,383.5
experion windchants,flat,5.2,10726.0,4.0,6,3+,15.0,Relatively New,O69129068,sector 112,3655.35,0,1,0,1,0,2,174,1212.0
sector 38 rwa,house,4.3,28782.0,3.0,9,3+,3.0,Relatively New,,sector 38,1494.0,0,0,0,1,1,2,41,498.0
bestech park view spa next,flat,2.32,11990.0,3.0,4,3+,14.0,Moderately Old,S69071370,sector 67,1760.0,0,1,0,0,0,2,59,645.0
ramsons kshitij,flat,0.3,3158.0,2.0,2,1,11.0,Relatively New,R68021924,sector 95,950.0,0,0,0,0,0,0,0,475.0
ild grand centra,flat,0.95,5220.0,3.0,1,0,0.0,Relatively New,O67903798,sector 37c,1820.0,0,0,0,0,0,0,0,606.6666666666666
bptp amstoria,flat,1.9,8444.0,3.0,3,3+,1.0,Relatively New,M69712964,sector 102,2500.0,0,1,0,0,0,0,174,750.0
birla navya,house,3.85,15437.0,3.0,3,3+,4.0,New Property,,sector 63,2771.0,0,1,0,0,0,2,160,831.3333333333334
shree vardhman flora,flat,0.9,4615.0,3.0,4,3,4.0,Relatively New,R69236068,sector 90,1755.0,0,1,0,0,0,0,165,650.0
bestech park view grand spa,flat,4.2,10000.0,4.0,4,3+,25.0,Relatively New,T69214818,sector 81,3501.0,0,1,0,0,0,2,90,1050.0
orchid petals,flat,1.9,10526.0,3.0,3,3,9.0,Moderately Old,Z64913346,sector 49,2006.0,0,1,0,0,0,2,95,601.6666666666666
emaar palm gardens,flat,1.6,8649.0,3.0,3,3+,6.0,Relatively New,V69577056,sector 83,1665.0,1,1,1,1,0,2,167,616.6666666666666
signature global the millennia 3,flat,0.45,7627.0,2.0,3,2,8.0,Under Construction,L70187142,sector 37,656.0,0,0,0,0,0,0,8,295.0
ss the leaf,flat,2.3,8179.0,4.0,4,3+,8.0,Relatively New,V69804904,sector 85,2531.0,0,1,0,0,0,0,21,703.0
elevate,flat,6.75,19882.0,4.0,4,0,10.0,Moderately Old,H69856042,sector 50,3395.0,0,0,0,0,0,0,0,848.75
tata primanti,flat,5.25,15648.0,4.0,4,3+,30.0,New Property,A69925374,sector 72,3000.0,0,1,0,0,0,2,174,838.75
adani aangan galleria,flat,0.25,5000.0,1.0,1,1,6.0,New Property,P66797320,sector 89,430.0,0,0,0,0,0,0,74,500.0
m3m merlin,flat,2.98,14558.0,3.0,3,3,0.0,Relatively New,M69690192,sector 67,2047.0,0,0,0,0,1,2,49,682.3333333333334
unitech deerwood chase,house,8.45,26153.0,3.0,3,2,2.0,Old Property,,sector 50,3231.0,1,1,0,0,0,2,102,1077.0
ramprastha primera,flat,1.02,6000.0,3.0,2,3,22.0,Under Construction,Q67217474,sector 37,1530.0,0,0,0,0,0,0,43,566.6666666666666
pioneer araya,flat,9.14,19488.0,4.0,6,3,16.0,Relatively New,N69067750,sector 62,3921.0,1,1,1,0,0,2,146,1172.5
independent,house,4.45,35178.0,4.0,4,3,3.0,Old Property,,sector 26,1265.0,0,0,0,0,0,0,25,316.25
independent,house,6.5,22855.0,4.0,4,2,2.0,Old Property,,sector 24,2844.0,0,0,0,1,0,0,35,711.0
signature global synera,flat,0.4,6319.0,2.0,2,1,12.0,Relatively New,Q65738118,sector 81,584.0,0,0,0,0,0,0,23,316.5
pivotal devaan,flat,0.27,7965.0,1.0,1,1,13.0,Relatively New,W63179828,sector 84,386.0,0,0,0,0,0,1,45,339.0
independent,house,3.3,14667.0,3.0,3,2,1.0,Old Property,,sector 4,2250.0,0,0,0,0,0,0,34,750.0
puri diplomatic greens,flat,2.65,11964.0,3.0,4,3+,19.0,Relatively New,L70013148,sector 111,2215.0,1,1,1,1,0,0,65,738.3333333333334
orris aster court premier,flat,1.73,6758.0,4.0,5,3+,8.0,Relatively New,X69344002,sector 85,2017.0,0,1,0,0,0,0,16,640.0
orchid island,flat,0.71,7889.0,2.0,2,1,4.0,Relatively New,N70187568,sector 51,1007.0,0,0,0,0,0,0,23,450.0
dlf new town heights,flat,1.26,6114.0,3.0,3,3,5.0,Moderately Old,A41264401,sector 86,1737.0,0,1,0,0,1,0,113,687.0
ss the leaf,flat,1.85,6579.0,4.0,5,3+,1.0,Relatively New,J69450078,sector 85,2531.0,0,0,0,0,0,0,95,703.0
bestech park view ananda,flat,1.35,7542.0,3.0,3,3+,10.0,Moderately Old,P69234252,sector 81,1433.0,0,0,1,0,0,2,72,596.6666666666666
shree vardhman victoria,flat,1.78,9128.0,3.0,3,3+,7.0,Relatively New,N69292306,sector 70,1755.0,0,1,0,0,1,0,49,650.0
aipl peaceful homes,flat,2.75,12791.0,3.0,3,3+,14.0,Relatively New,G69949270,sector 70,2150.0,0,0,0,0,0,0,0,716.6666666666666
international city by sobha phase 1,house,5.85,26423.0,4.0,5,3+,2.0,Relatively New,,sector 109,2214.0,0,1,0,0,0,2,85,553.5
vatika city,flat,1.85,10577.0,3.0,3,1,7.0,Moderately Old,N66583826,sector 49,1471.12,0,0,1,1,0,0,158,583.0
dlf new town heights,house,2.5,7058.0,4.0,4,3+,3.0,Moderately Old,,sector 91,3400.0,1,1,1,1,0,2,80,885.5
independent,house,3.12,18886.0,4.0,2,1,1.0,Old Property,,sector 5,1652.0,0,0,0,0,0,0,0,413.0
independent,house,1.2,14184.0,2.0,4,2,2.0,Relatively New,,sector 12,846.0,0,0,0,1,0,2,7,423.0
paras dews,flat,1.25,11062.0,3.0,4,3+,7.0,Relatively New,J69531810,sector 106,1186.0,1,1,0,0,0,0,167,376.6666666666667
adani brahma samsara vilasa,flat,3.0,16667.0,3.0,3,3,3.0,New Property,U69481564,sector 63,2000.0,0,0,0,0,0,0,24,600.0
bestech park view sanskruti,flat,2.0,8333.0,4.0,5,3+,12.0,Relatively New,D62330722,sector 92,2447.0,0,1,0,0,0,2,60,600.0
paras dews,flat,1.25,7102.0,3.0,4,3+,5.0,Relatively New,G69957274,sector 106,1186.0,0,1,0,0,0,0,165,586.6666666666666
tulip violet,flat,1.32,8413.0,3.0,3,1,12.0,Relatively New,W69354420,sector 69,1411.0,0,0,0,1,0,2,86,523.0
signature global city 81,flat,0.96,9766.0,2.0,2,2,1.0,Under Construction,F68828122,sector 81,1194.0,0,0,0,0,0,0,49,491.5
shivaji nagar residential,house,3.08,11407.0,6.0,4,2,1.0,Moderately Old,,sector 11,2700.0,0,0,0,0,0,0,0,450.0
dlf city plots,house,13.5,29880.0,5.0,5,3,2.0,Old Property,,sector 26,4518.0,1,1,1,1,0,2,110,903.6
independent,house,3.1,20026.0,5.0,4,3+,2.0,Moderately Old,,sector 55,1548.0,0,1,1,0,0,2,59,309.6
paras dews,flat,2.1,8917.0,4.0,6,3+,6.0,Relatively New,D69522190,sector 106,2120.0,0,1,0,0,1,0,60,588.75
godrej summit,flat,1.3,7893.0,3.0,3,3,8.0,New Property,M31405239,sector 104,1482.0,0,0,0,0,1,0,103,549.0
vipul tatvam villa,house,7.65,19125.0,4.0,4,3,2.0,Moderately Old,,sector 48,4000.0,1,1,0,0,1,0,49,1000.0
capital residences 360,flat,1.1,7586.0,2.0,2,3+,8.0,New Property,G69408848,sector 70,1305.0,0,0,0,0,0,0,60,725.0
dlf new town heights,flat,1.54,6514.0,4.0,4,3+,12.0,Moderately Old,Z69624264,sector 90,2200.0,0,1,0,1,0,2,111,591.0
experion windchants,flat,6.5,10417.0,4.0,5,3,11.0,Relatively New,X13182415,sector 112,4800.0,0,0,0,0,0,0,55,1560.0
the penthouses at the hibiscus,flat,8.0,8888.0,4.0,3,3,7.0,Moderately Old,I68296122,sector 50,10000.0,0,1,0,0,0,0,35,2250.25
rof ananda,flat,0.26,6842.0,1.0,1,1,8.0,New Property,S65553662,sector 95,422.0,0,0,0,0,0,0,49,380.0
godrej frontier,flat,1.6,6999.0,3.0,3,3,5.0,Moderately Old,G64763266,sector 80,2036.0,0,1,0,0,0,0,53,762.0
independent,house,1.2,6231.0,3.0,2,2,3.0,New Property,,sector 23,1500.0,0,0,0,0,0,2,79,642.0
independent,house,0.44,4251.0,3.0,2,1,1.0,Relatively New,,bhondsi,128.0,0,0,0,1,1,0,46,345.0
dlf regal gardens,flat,1.29,9021.0,3.0,3,3,7.0,Relatively New,F66607568,sector 90,1540.0,1,0,0,0,0,0,174,476.6666666666667
independent,house,3.3,19097.0,4.0,4,2,3.0,Moderately Old,,sector 57,1728.0,0,0,1,0,0,2,60,432.0
independent,house,10.0,25543.0,8.0,10,3+,1.0,Old Property,,sector 24,3915.0,0,0,0,0,0,0,0,489.375
sidhartha ncr one,flat,0.55,5556.0,2.0,2,3,15.0,Relatively New,W66184546,sector 95,990.0,0,0,0,0,0,0,0,495.0
paras dews,flat,0.97,8818.0,2.0,2,3,6.0,New Property,W69625822,sector 106,1200.0,0,0,0,1,0,2,174,550.0
dlf the primus,flat,1.59,10338.0,3.0,3,3+,5.0,Relatively New,D69723428,sector 82,1664.0,0,0,0,0,1,1,167,512.6666666666666
independent,house,3.5,20325.0,3.0,2,2,1.0,Moderately Old,,sector 38,1722.0,0,0,0,0,0,0,0,574.0
vatika india next,house,6.5,20062.0,4.0,3,0,2.0,Relatively New,,sector 82,3240.0,0,0,0,0,0,0,0,810.0
bptp terra,flat,1.75,7987.0,4.0,4,3,7.0,Relatively New,F69267096,sector 37,2100.0,0,0,0,0,1,2,120,547.75
tulip monsella,flat,6.02,20816.0,3.0,3,3,29.0,Under Construction,W69383634,sector 53,2892.0,0,0,0,0,0,0,68,964.0
dlf the arbour,flat,7.8,19747.0,4.0,4,0,6.0,Under Construction,Q69739946,sector 63,3950.0,0,0,0,0,0,0,61,987.5
spaze privvy the address,flat,1.25,5700.0,4.0,4,3,16.0,Relatively New,N69775826,sector 93,2105.0,0,0,0,0,0,0,0,548.25
microtek greenburg,flat,1.45,9797.0,3.0,2,3,8.0,Relatively New,M69031366,sector 86,1480.0,0,0,0,0,0,1,72,493.3333333333333
m3m woodshire,flat,0.8,5857.0,2.0,2,3+,14.0,New Property,M62958574,sector 107,1230.0,0,0,0,0,0,0,67,683.0
vatika city homes,flat,0.8,6061.0,2.0,2,2,8.0,Moderately Old,Q67948682,sector 83,1188.0,0,0,1,0,0,0,22,660.0
tulip violet,flat,1.55,9823.0,3.0,3,2,9.0,Relatively New,S69975604,sector 69,1420.0,0,0,0,1,0,2,165,526.0
experion the heartsong,flat,1.65,8238.0,3.0,4,3,3.0,Moderately Old,M68292792,sector 108,1771.32,1,0,0,0,0,2,75,667.6666666666666
ansal housing highland park,flat,1.25,6443.0,3.0,3,3+,2.0,New Property,C68575328,sector 103,1460.0,0,0,0,1,0,0,105,646.6666666666666
navjyoti apartment,flat,2.1,11939.0,4.0,4,3+,10.0,Old Property,E68316796,sector 38,1954.0,0,0,0,0,0,1,22,439.75
signature global park 4,flat,0.82,7586.0,3.0,2,2,2.0,New Property,B68238424,sector 36,848.0,0,0,0,0,0,0,8,360.3333333333333
ashok vihar phase 3 gurgaon,house,0.95,8879.0,4.0,3,2,1.0,Old Property,,sector 5,1070.0,0,0,0,0,0,0,8,267.5
ninex city,house,1.75,6250.0,4.0,4,0,14.0,New Property,,sector 76,3111.0,0,0,0,0,0,0,0,700.0
independent,house,10.85,38150.0,6.0,6,1,3.0,Relatively New,,sector 25,2844.0,0,0,1,0,0,2,136,474.0
supertech araville,flat,0.8,6178.0,2.0,2,3+,9.0,New Property,J35698061,sector 79,1166.0,0,0,0,0,1,0,24,647.5
independent,house,1.3,11556.0,3.0,3,1,1.0,Moderately Old,,sector 105,1125.0,0,0,0,0,0,0,0,375.0
independent,house,0.47,10609.0,2.0,2,1,2.0,New Property,,sector 4,50.0,1,0,0,0,0,2,73,221.5
sidhartha ncr one,flat,0.57,4179.0,2.0,2,2,10.0,Relatively New,G64213930,sector 95,1364.0,0,0,0,0,0,0,0,682.0
independent,house,10.0,37037.0,5.0,5,3+,3.0,Moderately Old,,sector 25,9500.0,0,1,0,1,0,1,29,540.0
ansal api esencia,flat,1.2,7407.0,3.0,3,2,1.0,Relatively New,L68976432,sector 67,200.0,0,0,0,0,0,0,49,540.0
m3m merlin,flat,3.0,14656.0,3.0,3,3+,4.0,Relatively New,G69977302,sector 67,2047.0,0,0,1,0,0,2,174,682.3333333333334
independent,house,0.65,10317.0,1.0,1,1,1.0,Moderately Old,,sector 105,70.0,0,0,0,0,1,0,21,630.0
tata primanti,flat,3.19,12152.0,4.0,5,3+,20.0,Relatively New,D69326428,sector 72,2363.0,0,1,0,0,0,2,159,656.25
palam vihar extension west zone rwa,house,0.4,4444.0,3.0,4,2,2.0,Moderately Old,,sector 110,900.0,0,0,0,0,0,0,36,300.0
bptp astaire gardens,house,6.5,27873.0,4.0,4,3+,2.0,New Property,,sector 70,2332.0,1,1,0,1,0,2,160,583.0
vatika sovereign next,house,3.85,7500.0,5.0,6,3+,6.0,Relatively New,,sector 82,5140.0,0,0,0,0,0,0,53,1026.6
independent,house,2.95,10926.0,4.0,4,2,4.0,Relatively New,,sector 50,2700.0,0,1,0,0,0,2,49,675.0
independent,house,2.43,14890.0,4.0,4,2,3.0,Old Property,,shivpuri,345.0,1,0,1,1,0,0,38,408.0
independent,house,5.5,16975.0,5.0,4,2,2.0,Old Property,,sector 14,3240.0,1,0,0,0,0,0,27,648.0
tulip violet,flat,1.43,9039.0,3.0,3,2,1.0,Relatively New,F69354742,sector 69,1420.0,0,0,0,1,0,0,102,527.3333333333334
signature global synera,flat,0.45,7525.0,2.0,2,2,6.0,Relatively New,V69392696,sector 81,664.0,0,0,1,0,0,2,39,299.0
ardee city,flat,1.5,9146.0,4.0,4,3,3.0,Old Property,F68562282,sector 52,1476.0,0,0,0,0,0,0,65,410.0
m3m soulitude,flat,1.0,9066.0,2.0,2,2,2.0,New Property,P69680328,sector 89,1226.0,1,0,0,0,0,0,49,551.5
vatika lifestyle homes,flat,1.05,5983.0,3.0,3,2,14.0,Relatively New,G69846948,sector 83,1580.0,1,1,1,1,0,2,174,585.0
emaar mgf emerald floors premier,flat,2.25,13636.0,3.0,3,3+,3.0,Relatively New,N66241946,sector 65,1485.0,1,1,0,0,0,0,152,550.0
signature global city,flat,0.68,11724.0,2.0,2,3,9.0,New Property,S70165360,sector 37,644.0,0,0,0,0,1,0,58,290.0
smart world gems,flat,0.85,7706.0,2.0,2,2,2.0,Under Construction,M68877560,sector 89,1226.0,1,0,0,0,0,0,45,551.5
eldeco mansionz,house,4.95,20599.0,7.0,7,3+,2.0,Old Property,,sector 48,2403.0,1,1,1,1,0,2,145,343.2857142857143
puri emerald bay,flat,2.45,10000.0,3.0,4,3+,14.0,Relatively New,C57408058,sector 104,2125.0,0,1,0,0,0,2,56,816.6666666666666
unitech aspen greens,house,6.95,32176.0,3.0,3,1,2.0,Moderately Old,,sector 50,2160.0,0,1,0,0,0,0,160,720.0
afnhb jalvayu vihar,flat,0.85,12859.0,2.0,2,1,2.0,Old Property,T69338898,sector 30,734.0,0,0,0,0,1,2,49,330.5
conscient heritage max,flat,2.1,9772.0,3.0,4,3+,10.0,Relatively New,C69124616,sector 102,1934.0,1,1,0,0,0,0,53,716.3333333333334
alpha corp gurgaonone,flat,2.28,8769.0,4.0,4,3+,8.0,Relatively New,Y69570694,sector 84,2990.0,0,1,0,0,0,0,61,650.0
tulip violet,flat,1.43,8888.0,3.0,3,2,1.0,Relatively New,Z69355178,sector 69,1447.0,0,0,0,1,0,0,86,536.3333333333334
smart world orchard,flat,2.2,13497.0,3.0,3,2,3.0,Under Construction,C68443708,sector 61,1811.0,0,0,0,0,0,0,16,543.3333333333334
la vida by tata housing,flat,1.38,12000.0,2.0,2,3,8.0,New Property,F68449364,sector 113,1350.0,1,0,0,0,0,0,174,575.0
ats tourmaline,flat,1.75,8140.0,3.0,4,3+,7.0,Relatively New,D69316216,sector 109,1797.0,0,1,0,0,0,0,165,716.6666666666666
independent,house,7.2,22222.0,3.0,3,2,1.0,Old Property,,sector 15,3231.0,0,0,1,0,0,0,67,1080.0
ireo victory valley,flat,2.95,12110.0,3.0,3,3+,14.0,Moderately Old,C69950908,sector 56,2236.0,0,1,0,1,0,2,165,812.0
m3m woodshire,flat,0.98,6422.0,2.0,2,3,7.0,Relatively New,H69545194,sector 107,1277.0,1,0,0,0,0,2,174,763.0
signature global solera,flat,0.5,7752.0,3.0,2,2,6.0,Relatively New,W69403810,sector 107,717.0,0,0,0,0,1,0,49,215.0
sobha city,flat,3.95,16859.0,4.0,5,3,25.0,Relatively New,R68822708,sector 108,2343.0,0,0,0,0,0,0,59,585.75
pioneer urban presidia,flat,7.15,16486.0,4.0,5,3+,7.0,Relatively New,A68758618,sector 62,3904.0,1,1,1,0,0,2,158,1084.25
