society,property_type,price,price_per_sqft,areaWithType,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_id,sector,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
experion windchants,house,9.5,23457.0,Plot area 450(376.26 sq.m.)Built Up area: 7450 sq.yards (6229.15 sq.m.),4050.0,5,5,3,2.0,,Relatively New,,sector 112,,7450.0,,0,1,0,0,0,0,45
element one service,flat,1.0,11765.0,Built Up area: 850 (78.97 sq.m.)Carpet area: 689 sq.ft. (64.01 sq.m.),850.0,1,1,1,8.0,North-East,Undefined,Q69077302,sector 49,,850.0,689.0,0,0,0,0,0,0,0
emaar mgf emerald floors premier,flat,2.29,13878.0,Carpet area: 1650 (153.29 sq.m.),1650.0,3,4,3+,2.0,West,Relatively New,X69883900,sector 65,,,1650.0,1,1,0,0,0,1,174
independent,house,1.0,8230.0,Plot area 135(112.88 sq.m.),1215.0,9,7,3+,3.0,North,Moderately Old,,sector 110,,1215.0,,0,0,0,1,0,0,0
emaar mgf the palm drive,flat,2.8,16470.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),1700.0,3,4,3,8.0,North-East,Relatively New,O61384382,sector 66,1950.0,1920.0,1700.0,0,1,0,0,0,2,117
tulip purple,flat,1.92,8000.0,Super Built up area 2400(222.97 sq.m.),2400.0,4,5,3+,5.0,East,Relatively New,O69569386,sector 69,2400.0,,,0,1,0,0,0,2,158
ss hibiscus,house,12.25,20940.0,Plot area 5850(543.48 sq.m.),5850.0,5,7,3+,1.0,South-East,Relatively New,,sector 50,,5850.0,,1,1,0,1,1,2,160
shapoorji pallonji joyville gurugram,flat,2.04,14068.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),1450.0,3,3,3+,1.0,South,Relatively New,R61974850,sector 102,1852.0,,1450.0,0,0,0,0,0,0,72
independent,house,4.5,15625.0,Plot area 320(267.56 sq.m.),2880.0,8,8,3,3.0,North-East,Moderately Old,,sector 49,,2880.0,,1,1,1,1,0,1,151
surendra homes dayaindependentd colony,house,0.75,15625.0,Built Up area: 480 (44.59 sq.m.),480.0,4,4,2,1.0,,Undefined,,sector 6,,480.0,,0,0,0,0,0,0,0
parsvnath green ville,flat,3.3,9984.0,Super Built up area 3905(362.79 sq.m.)Built Up area: 3305 sq.ft. (307.04 sq.m.),3305.0,5,5,3+,4.0,,Old Property,J17123294,sector 48,3905.0,3305.0,,0,1,0,0,0,0,71
adani brahma samsara vilasa,flat,4.49,14254.0,Carpet area: 350 (292.64 sq.m.),3150.0,4,4,3+,3.0,North,New Property,F69846748,sector 63,,,350.0,0,0,0,0,0,2,96
indiabulls enigma,flat,4.49,11572.0,Super Built up area 3880(360.46 sq.m.),3880.0,5,5,3+,4.0,North-East,Relatively New,A69959136,sector 110,3880.0,,,0,1,0,0,0,0,165
bptp astaire gardens,flat,1.6,8658.0,Super Built up area 1848(171.68 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1848.0,4,4,3,1.0,,Relatively New,G69688296,sector 70,1848.0,1600.0,1400.0,1,0,0,0,1,0,42
shree vardhman flora,flat,0.9,4615.0,Super Built up area 1950(181.16 sq.m.),1950.0,3,4,3,4.0,South-West,Relatively New,E69230140,sector 90,1950.0,,,0,1,0,0,0,0,165
dlf the ultima,flat,2.29,10928.0,Super Built up area 2100(195.1 sq.m.),2096.0,3,4,3+,15.0,West,Relatively New,W45378897,sector 81,2100.0,,,0,1,0,0,0,1,103
gls avenue 51,flat,0.42,7106.0,Carpet area: 591 (54.91 sq.m.),591.0,2,2,1,4.0,East,Relatively New,I68531730,sector 92,,,591.0,1,0,0,1,0,2,42
godrej summit,flat,0.82,9854.0,Carpet area: 77.31,832.0,2,2,3,12.0,,Relatively New,Z68982730,sector 104,,,77.31,1,0,0,0,0,0,120
ambience creacions,flat,4.8,19200.0,Carpet area: 2500 (232.26 sq.m.),2500.0,4,6,3+,10.0,North-East,New Property,U67798494,sector 22,,,2500.0,0,1,0,1,0,1,49
rk excelo,house,0.6,120000.0,Plot area 50(4.65 sq.m.)Built Up area: 30 sq.ft. (2.79 sq.m.)Carpet area: 15 sq.ft. (1.39 sq.m.),50.0,5,3,2,3.0,North,Moderately Old,,sector 12,,30.0,15.0,0,0,0,0,1,0,0
experion the heartsong,flat,0.97,9238.0,Carpet area: 1050 (97.55 sq.m.),1050.0,2,2,3,10.0,North-East,Relatively New,T69548882,sector 108,,,1050.0,0,1,0,0,0,0,165
huda housing board colony,house,4.6,31506.0,Plot area 1460(135.64 sq.m.),1460.0,6,4,3+,3.0,East,Old Property,,sector 31,,1460.0,,0,0,0,0,1,0,8
ild grand,flat,1.35,7142.0,Built Up area: 1820 (169.08 sq.m.),1890.0,3,3,0,1.0,,New Property,J69691190,sector 37c,,1820.0,,0,0,0,0,0,0,60
mittal cosmos executive apartments,flat,0.75,6550.0,Super Built up area 1145(106.37 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.),1145.0,2,2,2,15.0,,Old Property,K65460496,sector 2,1145.0,1100.0,,0,0,0,0,0,2,42
independent,house,3.5,218750.0,Built Up area: 160 (14.86 sq.m.),160.0,6,6,3+,3.0,North-West,Undefined,,sector 17,,160.0,,0,0,0,0,0,0,0
unitech nirvana birch court,house,7.1,283333.0,Plot area 240(22.3 sq.m.),251.0,3,3,3,1.0,East,Moderately Old,,sector 50,,240.0,,0,1,0,0,0,0,49
independent,house,0.5,11111.0,Plot area 450(41.81 sq.m.),450.0,5,3,3,3.0,,Moderately Old,,sector 5,,450.0,,0,0,0,0,0,0,0
smart world orchard,flat,1.55,13478.0,Super Built up area 1150(106.84 sq.m.),1150.0,2,2,1,3.0,,Under Construction,J69259248,sector 61,1150.0,,,1,0,0,0,0,0,43
nirvana country,house,10.0,14285.0,Built Up area: 7000 (650.32 sq.m.),7000.0,5,7,2,4.0,East,Moderately Old,,sector 50,,7000.0,,0,1,0,0,0,1,0
smart world gems,house,1.25,8784.0,Built Up area: 1423 (132.2 sq.m.),1423.0,3,3,2,1.0,,Under Construction,,sector 89,,1423.0,,1,0,0,0,1,0,45
ats kocoon,flat,1.75,10028.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),1745.0,3,3,3,10.0,North-East,Relatively New,C69314922,sector 109,1745.0,1550.0,1250.0,0,0,0,1,0,2,49
pareena coban residences,flat,1.3,6510.0,Built Up area: 1997 (185.53 sq.m.),1997.0,3,3,0,16.0,,Undefined,O68022476,sector 99a,,1997.0,,0,0,0,0,0,0,0
dlf the ultima,flat,2.4,11412.0,Super Built up area 2103(195.38 sq.m.),2103.0,3,4,3+,19.0,North-West,Relatively New,W69416782,sector 81,2103.0,,,0,1,0,0,0,1,174
ss the leaf,flat,2.15,7645.0,Super Built up area 2812(261.24 sq.m.),2812.0,4,5,3+,1.0,South,Relatively New,O69449938,sector 85,2812.0,,,0,1,0,0,0,0,165
tulip violet,flat,2.0,9583.0,Super Built up area 2087(193.89 sq.m.),2087.0,4,4,2,0.0,South-East,Relatively New,A69721704,sector 69,2087.0,,,0,0,0,0,0,0,157
independent,house,1.15,19360.0,Plot area 66(55.18 sq.m.),594.0,3,3,2,2.0,South-East,Old Property,,sector 2,,594.0,,0,0,0,0,0,2,32
independent,house,11.0,33951.0,Plot area 360(301.01 sq.m.),3240.0,4,4,2,3.0,East,New Property,,sector 41,,3240.0,,1,1,0,1,0,0,35
independent,house,5.6,20741.0,Plot area 300(250.84 sq.m.),2700.0,6,4,3,3.0,East,Old Property,,sector 55,,2700.0,,0,1,0,0,0,2,41
signature global solera 2,flat,0.5,8928.0,Carpet area: 560 (52.03 sq.m.),560.0,2,2,2,13.0,,New Property,C69348248,sector 107,,,560.0,0,0,0,0,0,0,8
global hill view,flat,0.33,4271.0,Built Up area: 761 (70.7 sq.m.),773.0,2,2,0,11.0,,Undefined,X69911106,sector 11,,761.0,,0,0,0,0,0,0,0
ramprastha primera,flat,1.08,6000.0,Super Built up area 1800(167.23 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1800.0,3,3,3,9.0,South,Relatively New,V70105556,sector 37,1800.0,1700.0,1600.0,0,0,0,0,0,0,158
ireo skyon,flat,2.5,16129.0,Super Built up area 1550(144 sq.m.),1550.0,2,3,2,4.0,North-West,Relatively New,U69996590,sector 60,1550.0,,,1,0,0,0,0,0,100
green court,flat,0.4,6389.0,Super Built up area 626(58.16 sq.m.)Carpet area: 526 sq.ft. (48.87 sq.m.),626.0,2,2,1,8.0,South,New Property,S64064452,sector 90,626.0,,526.0,0,0,0,0,0,0,20
shapoorji pallonji joyville gurugram,flat,0.96,10491.0,Super Built up area 915(85.01 sq.m.),915.0,2,2,2,10.0,East,Relatively New,N69975482,sector 102,915.0,,,0,0,0,0,0,0,132
shree vardhman flora,flat,0.85,4404.0,Super Built up area 1930(179.3 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),1930.0,3,4,3,3.0,South-East,Relatively New,F68357314,sector 90,1930.0,,1450.0,0,1,1,0,0,0,110
independent,house,4.5,33333.0,Plot area 150(125.42 sq.m.),1350.0,3,3,2,2.0,West,Old Property,,sector 26,,1350.0,,0,0,0,1,0,2,58
independent,house,2.9,11600.0,Plot area 2500(232.26 sq.m.),2500.0,4,4,3,2.0,,Relatively New,,sector 23,,2500.0,,0,1,0,0,0,2,43
unitech espace,house,11.5,35494.0,Built Up area: 3240 (301.01 sq.m.),3240.0,5,6,0,1.0,North-West,Undefined,,sector 50,,3240.0,,0,0,0,0,0,0,0
antriksh heights,flat,0.9,4931.0,Super Built up area 1825(169.55 sq.m.),1825.0,3,3,3,11.0,South,Relatively New,L67426630,sector 84,1825.0,,,0,0,0,0,0,0,87
ss the leaf,flat,2.2,6934.0,Super Built up area 2812(261.24 sq.m.),3173.0,4,5,3+,4.0,East,Relatively New,H66299578,sector 85,2812.0,,,0,0,0,0,0,0,106
independent,house,7.25,29336.0,Plot area 303(253.35 sq.m.),2471.0,8,8,3+,0.0,North-East,Moderately Old,,sector 56,,303.0,,0,0,0,0,0,2,24
adani brahma samsara vilasa,flat,3.25,29545.0,Built Up area: 2700 (250.84 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),1100.0,3,3,3,4.0,North-East,New Property,O69756512,sector 63,,2700.0,1100.0,0,0,0,0,1,0,41
emaar mgf palm hills,flat,1.08,5400.0,Super Built up area 2000(185.81 sq.m.),2000.0,3,4,3+,5.0,South-West,Relatively New,K69722888,sector 77,2000.0,,,1,1,0,0,1,2,167
ashiana anmol,flat,1.1,8627.0,Built Up area: 1275 (118.45 sq.m.)Carpet area: 795 sq.ft. (73.86 sq.m.),1275.0,2,2,2,4.0,North-East,Undefined,G68904948,sector 33,,1275.0,795.0,0,0,0,0,0,0,0
ats kocoon,flat,2.2,10501.0,Super Built up area 2095(194.63 sq.m.)Built Up area: 1860 sq.ft. (172.8 sq.m.),2095.0,3,4,3,13.0,West,Relatively New,C69708274,sector 109,2095.0,1860.0,,0,1,0,0,0,0,165
vatika sovereign next,flat,3.85,7500.0,Carpet area: 5140 (477.52 sq.m.),5133.0,5,6,3+,6.0,,New Property,G68310268,sector 82,,,5140.0,0,1,0,1,0,0,148
shree vardhman victoria,flat,1.15,8518.0,Super Built up area 1350(125.42 sq.m.),1350.0,2,2,3,8.0,South-East,Relatively New,N69685680,sector 70,1350.0,,,1,0,0,0,1,0,49
suncity township,house,2.0,30968.0,Plot area 60Built Up area: 60 sq.m.Carpet area: 59 sq.m.,646.0,9,9,3,11.0,North,Relatively New,,sector 54,,60.0,59.0,0,1,0,0,0,1,7
dlf the primus,flat,1.85,10176.0,Super Built up area 1818(168.9 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),1818.0,3,3,3,15.0,East,Moderately Old,R69271406,sector 82,1818.0,,1538.0,0,0,0,0,1,0,38
spaze privvy the address,flat,1.45,8033.0,Super Built up area 1805(167.69 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),1805.0,3,4,2,12.0,North-East,Relatively New,G66828720,sector 93,1805.0,1350.0,1100.0,0,0,0,0,0,2,96
unitech nirvana birch court,house,6.8,31481.0,Plot area 240(200.67 sq.m.),2160.0,4,4,3+,2.0,South-East,Old Property,,sector 50,,2160.0,,1,1,0,1,0,0,105
apna enclave,flat,0.6,6667.0,Built Up area: 900 (83.61 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),900.0,2,2,1,1.0,North-East,Undefined,J66813106,sector 4,,900.0,700.0,0,0,0,0,0,0,0
signature global solera,flat,0.5,7751.0,Carpet area: 645 (59.92 sq.m.),645.0,3,2,2,6.0,South-East,Relatively New,B69309024,sector 107,,,645.0,0,0,0,0,1,0,15
independent,house,2.55,13178.0,Built Up area: 215 (179.77 sq.m.),1935.0,3,3,2,3.0,,Relatively New,,a block sushant lok phase 1,,215.0,,0,0,0,0,0,2,60
ats kocoon,flat,1.68,9627.0,Super Built up area 1745(162.12 sq.m.),1745.0,3,3,3,8.0,North-East,Relatively New,X69510728,sector 109,1745.0,,,0,0,0,0,0,0,142
capital residences 360,flat,1.64,8299.0,Super Built up area 1976(183.58 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1642 sq.ft. (152.55 sq.m.),1976.0,3,3,3+,4.0,North-East,New Property,Q70068034,sector 70,1976.0,1950.0,1642.0,0,1,0,0,0,0,144
smart world orchard,flat,1.85,14800.0,Carpet area: 1250 (116.13 sq.m.),1250.0,2,2,2,3.0,,New Property,U66734988,sector 61,,,1250.0,0,0,0,0,0,0,44
independent,house,3.5,24155.0,Plot area 161(134.62 sq.m.),1449.0,4,3,3,2.0,South-West,Moderately Old,,sector 31,,1449.0,,0,0,1,0,0,2,81
independent,house,12.39,45889.0,Plot area 300(250.84 sq.m.),2700.0,16,18,3+,4.0,North-East,New Property,,sector 56,,2700.0,,0,1,0,1,0,2,49
apex our homes,flat,0.35,3783.0,Super Built up area 925(85.94 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),925.0,2,2,1,7.0,East,Relatively New,P70095968,sector 37c,925.0,850.0,800.0,0,0,0,0,0,2,158
sanskriti apartment,flat,1.1,6666.0,Carpet area: 1650 (153.29 sq.m.),1650.0,3,3,3,2.0,,Moderately Old,K67148990,sector 10,,,1650.0,0,0,0,0,0,0,22
pyramid pride,flat,0.5,6578.0,Carpet area: 760 (70.61 sq.m.),760.0,2,2,1,8.0,North,Under Construction,M69302150,sector 76,,,760.0,0,0,0,0,0,0,76
orchid petals,flat,4.79,11628.0,Super Built up area 4115(382.3 sq.m.),4119.0,5,5,3+,14.0,South,Relatively New,Y70021990,sector 49,4115.0,,,1,1,0,1,0,0,49
ss,flat,2.17,7716.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),2812.0,4,4,3,7.0,North,Relatively New,F70087600,sector 85,2812.0,2600.0,2400.0,1,1,0,1,0,0,49
independent,house,4.3,29311.0,Plot area 163(136.29 sq.m.),1467.0,6,4,2,2.0,,Moderately Old,,sector 47,,1467.0,,0,0,0,0,1,0,0
tulip violet,flat,1.76,9513.0,Super Built up area 1850(171.87 sq.m.),1850.0,3,4,2,0.0,South-West,Relatively New,V69722022,sector 69,1850.0,,,0,0,0,0,0,0,157
emaar mgf emerald floors premier,flat,2.8,16969.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),1650.0,4,4,3,2.0,North,Relatively New,V69389658,sector 65,1975.0,1800.0,1650.0,1,0,0,0,0,2,89
vatika gurgaon,flat,1.1,6051.0,Super Built up area 1735(161.19 sq.m.),1818.0,3,3,3,12.0,North,Relatively New,V67219316,sector 83,1735.0,,,0,1,0,0,0,2,66
satya the hermitage,flat,1.12,5625.0,Super Built up area 1991(184.97 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1991.0,3,4,3+,9.0,,New Property,L70174470,sector 103,1991.0,,1500.0,0,1,0,0,0,0,49
trisara our homes 3,flat,0.4,4478.0,Built Up area: 900 (83.61 sq.m.)Carpet area: 602 sq.ft. (55.93 sq.m.),893.0,2,2,2,1.0,,Undefined,K69930430,sector 6,,900.0,602.0,0,0,0,0,0,0,0
kiran residency,flat,1.55,6888.0,Super Built up area 2250(209.03 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),2250.0,3,3,3+,5.0,North,Moderately Old,U69829328,sector 56,2250.0,1900.0,1750.0,0,1,0,1,0,2,92
m3m soulitude,flat,1.33,16985.0,Built Up area: 1423 (132.2 sq.m.)Carpet area: 783 sq.ft. (72.74 sq.m.),783.0,3,3,3,4.0,North-West,Under Construction,J69182772,sector 89,,1423.0,783.0,1,0,0,0,0,0,125
the penthouses at the hibiscus,flat,8.5,8500.0,Carpet area: 10000 (929.03 sq.m.),10000.0,4,4,3,9.0,South-East,Moderately Old,S68296530,sector 50,,,10000.0,0,1,0,0,0,0,35
independent,house,0.38,76000.0,Carpet area: 50 (4.65 sq.m.),50.0,2,2,2,1.0,,Undefined,,sector 105,,,50.0,0,0,0,0,0,0,0
emaar mgf palm terraces select,flat,3.4,14107.0,Super Built up area 2410(223.9 sq.m.)Built Up area: 2210 sq.ft. (205.32 sq.m.)Carpet area: 2040 sq.ft. (189.52 sq.m.),2410.0,4,4,3+,2.0,North-East,Relatively New,V69130074,sector 66,2410.0,2210.0,2040.0,0,1,0,0,0,2,157
emaar mgf the palm drive,flat,3.45,15681.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2200.0,3,4,3,6.0,East,Relatively New,Y69976046,sector 66,2200.0,2000.0,1800.0,0,1,0,0,0,2,95
independent,house,11.0,35530.0,Plot area 344(287.63 sq.m.),3096.0,5,5,3+,2.0,,Relatively New,,sector 25,,3096.0,,1,1,1,1,0,0,29
sare homes,flat,0.56,4729.0,Carpet area: 1184 (110 sq.m.),1184.0,3,1,3,1.0,East,Moderately Old,L70036110,sector 92,,,1184.0,0,0,0,0,0,2,75
indiabulls centrum park,flat,2.14,7443.0,Super Built up area 2875(267.1 sq.m.)Carpet area: 2550 sq.ft. (236.9 sq.m.),2875.0,4,6,3+,7.0,East,Relatively New,Y68884816,sector 103,2875.0,,2550.0,0,1,0,0,0,0,142
independent,house,0.8,80000.0,Plot area 100(9.29 sq.m.),100.0,13,6,3+,3.0,South,Moderately Old,,sector 104,,100.0,,1,1,0,1,1,0,0
independent,house,0.65,144444.0,Plot area 45(4.18 sq.m.),45.0,3,3,2,3.0,East,Old Property,,sector 10,,45.0,,0,0,0,0,0,0,15
eldeco mansionz,house,5.15,18885.0,Plot area 303(253.35 sq.m.)Built Up area: 302 sq.yards (252.51 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),2727.0,5,7,3,2.0,East,Moderately Old,,sector 48,,302.0,300.0,0,1,0,1,0,2,145
ats marigold,flat,1.85,8604.0,Super Built up area 2150(199.74 sq.m.),2150.0,3,3,3+,12.0,South-West,New Property,W69990716,sector 89,2150.0,,,0,1,0,0,0,0,37
independent house sector 45,house,9.0,38022.0,Plot area 2367(219.9 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),2367.0,12,12,3,4.0,North-West,New Property,,sector 40,,9000.0,6000.0,0,1,0,0,0,2,71
ss the leaf,flat,1.93,8075.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2390 sq.ft. (222.04 sq.m.),2390.0,3,4,3,7.0,North-East,Relatively New,R65906980,sector 85,2408.0,2400.0,2390.0,0,1,0,0,0,0,174
m3m heights,flat,2.8,15000.0,Super Built up area 1828(169.83 sq.m.),1867.0,3,3,3,20.0,North-East,Under Construction,N68452032,sector 65,1828.0,,,0,0,0,0,0,0,91
ats triumph,flat,2.52,8000.0,Super Built up area 3150(292.64 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),3150.0,4,4,3+,19.0,North-East,Relatively New,O66305694,sector 104,3150.0,2800.0,2400.0,0,1,1,0,0,2,156
imperia the esfera,flat,0.99,5500.0,Super Built up area 1815(168.62 sq.m.),1800.0,3,3,1,10.0,North-East,New Property,N70028090,sector 37c,1815.0,,,0,1,0,0,0,0,49
dlf the belaire,flat,7.0,23333.0,Super Built up area 3000(278.71 sq.m.),3000.0,4,6,3+,12.0,East,Moderately Old,W68384702,sector 54,3000.0,,,0,1,1,1,0,2,108
independent,house,1.5,10518.0,Plot area 1426(132.48 sq.m.),1426.0,2,2,2,3.0,South-West,Old Property,,sector 13,,1426.0,,1,0,0,1,0,0,7
tata primanti,flat,4.1,14100.0,Super Built up area 2905(269.88 sq.m.),2908.0,4,5,3+,39.0,,New Property,W68196252,sector 72,2905.0,,,0,1,0,0,1,0,103
spectrum centre,flat,0.62,9538.0,Built Up area: 650 (60.39 sq.m.),650.0,1,1,0,6.0,,Undefined,C69239554,sector 82,,650.0,,0,0,0,0,0,0,0
godrej oasis,flat,1.0,6896.0,Carpet area: 1450 (134.71 sq.m.),1450.0,2,2,3,7.0,,Relatively New,U66115782,sector 88a,,,1450.0,1,0,0,0,0,0,72
conscient habitat,flat,0.35,6422.0,Carpet area: 545 (50.63 sq.m.),545.0,2,2,1,3.0,North-East,Relatively New,V62459824,sector 99a,,,545.0,0,0,0,0,0,0,62
citizen apartment,flat,3.55,6826.0,Built Up area: 5200 (483.1 sq.m.)Carpet area: 4700 sq.ft. (436.64 sq.m.),5201.0,5,6,3+,11.0,North,Moderately Old,L63486746,sector 51,,5200.0,4700.0,1,1,1,1,0,2,157
vatika the seven lamps,flat,0.94,6533.0,Super Built up area 1435(133.32 sq.m.),1439.0,2,2,3+,9.0,North,Relatively New,Z69523524,sector 82,1435.0,,,1,0,0,0,0,2,117
independent,house,0.95,8920.0,Plot area 1065(98.94 sq.m.),1065.0,10,10,3+,3.0,,New Property,,sector 47,,1065.0,,0,0,0,0,0,0,0
godrej,flat,2.01,8495.0,Super Built up area 2366(219.81 sq.m.),2366.0,3,4,3+,6.0,East,Relatively New,Z69484588,sector 79,2366.0,,,0,1,0,0,0,0,158
jmd gardens,flat,3.25,7510.0,Carpet area: 4328 (402.08 sq.m.),4328.0,4,4,3+,17.0,South-East,Old Property,U66966014,sector 33,,,4328.0,0,1,0,0,0,2,130
smart world orchard,flat,1.5,12500.0,Carpet area: 1200 (111.48 sq.m.),1200.0,2,2,2,2.0,North,Under Construction,D67228138,sector 61,,,1200.0,1,0,0,0,0,0,49
tulip violet,flat,1.44,9125.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1578.0,3,3,2,1.0,South,Relatively New,Q69429568,sector 69,1578.0,,1200.0,0,0,0,1,0,0,174
rof ananda,flat,0.26,6032.0,Super Built up area 431(40.04 sq.m.)Carpet area: 380.44 sq.ft. (35.34 sq.m.),431.0,1,1,1,8.0,North,New Property,I65325074,sector 95,431.0,,380.44,0,0,0,0,0,0,49
shree vardhman victoria,flat,1.65,8461.0,Carpet area: 1950 (181.16 sq.m.),1950.0,3,3,2,6.0,North-West,Relatively New,J69100962,sector 70,,,1950.0,1,0,0,0,0,0,72
umang winter hills,flat,1.2,6586.0,Built Up area: 1822 (169.27 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1822.0,3,3,3,14.0,East,Undefined,S69814050,sector 77,,1822.0,1200.0,0,0,0,0,0,0,46
shree vardhman victoria,flat,1.1,8461.0,Carpet area: 1300 (120.77 sq.m.),1300.0,2,2,2,8.0,North-East,Relatively New,B69475926,sector 70,,,1300.0,0,0,0,0,0,0,101
ansal celebrity homes,house,5.2,10000.0,Built Up area: 5200 (483.1 sq.m.)Carpet area: 4000 sq.ft. (371.61 sq.m.),5200.0,4,5,2,1.0,,Undefined,,sector 2,,5200.0,4000.0,0,0,0,0,0,0,0
tulip violet,flat,1.4,8861.0,Super Built up area 1578(146.6 sq.m.),1580.0,3,3,2,2.0,North-East,Relatively New,J68360894,sector 69,1578.0,,,0,0,0,1,0,0,102
independent,house,2.1,8386.0,Built Up area: 2504 (232.63 sq.m.),2504.0,4,3,0,2.0,,Undefined,,sector 10,,2504.0,,0,0,0,0,0,0,0
tulip yellow,flat,1.8,10563.0,Carpet area: 1704 (158.31 sq.m.),1704.0,3,3,3,14.0,East,Under Construction,C69757652,sector 69,,,1704.0,0,0,0,0,0,0,49
m3m golf hills phase 1,flat,1.7,10828.0,Built Up area: 1570 (145.86 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),1570.0,3,2,3,10.0,,Undefined,Q68462640,sector 79,,1570.0,1099.0,0,0,0,0,0,0,0
independent,house,9.9,29333.0,Plot area 375(313.55 sq.m.),3375.0,5,5,2,2.0,South-East,Moderately Old,,sector 25,,3375.0,,0,0,0,1,0,2,106
shree vardhman victoria,flat,1.62,13953.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),1161.0,3,3,3,9.0,North,Relatively New,P66281908,sector 70,1950.0,,1161.0,0,1,0,0,0,0,96
independent,house,5.0,15384.0,Carpet area: 3250 (301.93 sq.m.),3250.0,6,6,2,1.0,South,Undefined,,sector 2,,,3250.0,0,0,0,0,0,0,0
dlf new town heights,flat,1.99,7297.0,Carpet area: 2727 (253.35 sq.m.),2727.0,4,4,3+,9.0,East,Relatively New,P68756334,sector 90,,,2727.0,0,1,0,1,0,2,102
independent,house,12.5,38580.0,Plot area 360(301.01 sq.m.),3240.0,5,5,3+,2.0,North,Old Property,,sector 26,,3240.0,,1,1,1,1,0,2,79
umang monsoon breeze,flat,1.1,5055.0,Built Up area: 2176 (202.16 sq.m.),2176.0,3,3,3+,9.0,,Old Property,I66729154,sector 78,,2176.0,,0,1,0,0,0,0,80
ss the leaf,flat,1.2,12371.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1190 sq.ft. (110.55 sq.m.)Carpet area: 970 sq.ft. (90.12 sq.m.),970.0,2,2,2,4.0,East,Relatively New,L69748098,sector 85,1671.0,1190.0,970.0,0,1,1,0,0,0,81
independent,house,1.4,8235.0,Built Up area: 1700 (157.94 sq.m.),1700.0,2,2,1,3.0,,Relatively New,,sector 10,,1700.0,,0,0,0,0,0,0,0
aipl zen residences,flat,1.34,10276.0,Super Built up area 1304(121.15 sq.m.),1304.0,2,2,3+,17.0,East,New Property,O69760674,sector 70,1304.0,,,0,0,0,0,0,2,110
raheja navodaya,flat,1.1,4681.0,Built Up area: 2350 (218.32 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),2350.0,3,2,3,0.0,East,Undefined,V69903428,sector 92,,2350.0,1850.0,0,0,0,0,0,0,0
godrej air,flat,1.3,14541.0,Super Built up area 1400(130.06 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),894.0,2,2,3,30.0,,Under Construction,P58422396,sector 85,1400.0,,894.0,0,0,0,0,0,0,111
