society,property_type,price,price_per_sqft,areaWithType,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_id,sector,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
m3m antalya hills,flat,1.15,7497.0,Super Built up area 1534(142.51 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1103 sq.ft. (102.47 sq.m.),1534.0,3.0,3,3+,1.0,,Under Construction,R68390214,sector 79,1534.0,1200.0,1103.0,1,0,0,0,0,0,51,511.3333333333333
signature global park,flat,0.87,7190.0,Built Up area: 1210 (112.41 sq.m.)Carpet area: 870 sq.ft. (80.83 sq.m.),1210.0,3.0,2,3,4.0,,Undefined,D69905242,sector 36,,1210.0,870.0,0,0,0,0,0,0,58,403.3333333333333
huda floor,house,4.0,22222.0,Plot area 1800(167.23 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 3800 sq.ft. (353.03 sq.m.),1800.0,4.0,9,3+,2.0,East,Relatively New,,sector 38,,4800.0,3800.0,0,0,1,1,0,2,152,450.0
sare crescent parc,flat,0.65,4597.0,Carpet area: 1414 (131.36 sq.m.),1414.0,3.0,3,3,3.0,,Moderately Old,I64421760,sector 92,,,1414.0,0,0,0,0,0,0,44,471.3333333333333
dlf city plots,house,17.3,38737.0,Plot area 502(419.74 sq.m.),4466.0,6.0,7,3+,3.0,North,New Property,,sector 26,,4518.0,,1,1,1,1,0,2,124,744.3333333333334
independent,house,0.62,3588.0,Built Up area: 192 (17.84 sq.m.),1728.0,6.0,6,0,3.0,,Undefined,,sector 13,,192.0,,0,0,0,0,0,0,0,288.0
unitech uniworld resorts,house,9.5,23336.0,Plot area 500(418.06 sq.m.),4071.0,5.0,7,3+,2.0,East,Under Construction,,sector 33,,500.0,,1,1,1,1,0,0,57,814.2
independent,house,0.82,10224.0,Carpet area: 802 (74.51 sq.m.),802.0,2.0,4,0,2.0,,Undefined,,sector 8,,,802.0,0,0,0,0,0,0,0,401.0
independent,house,2.4,2963.0,Plot area 100(83.61 sq.m.),8100.0,4.0,4,3,3.0,East,Moderately Old,,sector 46,,900.0,,0,0,1,0,0,2,44,2025.0
chd avenue,flat,1.1,6104.0,Super Built up area 1802(167.41 sq.m.),1802.0,3.0,4,3,3.0,South,Moderately Old,N69335420,sector 71,1802.0,,,0,1,0,0,0,0,26,600.6666666666666
independent,house,5.65,17706.0,Plot area 342(285.96 sq.m.)Built Up area: 5000 sq.yards (4180.64 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),3191.0,7.0,7,3+,2.0,West,Moderately Old,,sector 23,,5000.0,4000.0,0,1,0,1,0,0,68,455.85714285714283
tulip violet,flat,1.78,8856.0,Super Built up area 2010(186.74 sq.m.),2010.0,4.0,4,2,10.0,North-East,Relatively New,D69963878,sector 69,2010.0,,,0,0,0,1,0,2,156,502.5
international city by sobha phase 1,house,6.0,9634.0,Plot area 692(578.6 sq.m.),6228.0,4.0,5,3,2.0,North-East,Moderately Old,,sector 109,,6228.0,,0,0,0,0,0,0,76,1557.0
dlf the ultima,flat,2.25,10699.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),2103.0,3.0,3,3+,11.0,North-East,Relatively New,L69101800,sector 81,2103.0,1600.0,1257.0,1,1,0,1,1,1,49,701.0
shree vardhman flora,flat,0.96,5120.0,Super Built up area 1875(174.19 sq.m.),1875.0,3.0,4,3,3.0,North,New Property,B69527984,sector 90,1875.0,,,0,1,0,0,0,0,106,625.0
smart world gems,flat,0.88,7964.0,Carpet area: 1105 (102.66 sq.m.),1105.0,2.0,2,3,2.0,,New Property,W68438620,sector 89,,,1105.0,1,0,0,0,0,0,44,552.5
vatika city,flat,1.79,12786.0,Carpet area: 1400 (130.06 sq.m.),1400.0,3.0,3,3,9.0,,Old Property,T69268580,sector 49,,,1400.0,0,1,0,0,0,0,38,466.6666666666667
shapoorji pallonji joyville gurugram,flat,2.03,11998.0,Super Built up area 1692(157.19 sq.m.)Carpet area: 1027.68 sq.ft. (95.47 sq.m.),1692.0,3.0,3,2,1.0,,New Property,G70098068,sector 102,1692.0,,1027.68,0,0,0,0,0,0,67,564.0
vipul lavanya,flat,0.6,6667.0,Super Built up area 900(83.61 sq.m.),900.0,2.0,2,1,0.0,,Under Construction,L69566220,sector 81,900.0,,,0,0,0,0,0,0,0,450.0
godrej summit,flat,1.3,9028.0,Super Built up area 1440(133.78 sq.m.),1440.0,3.0,2,3+,16.0,,Relatively New,G52699170,sector 104,1440.0,,,1,0,1,1,0,2,0,480.0
ambience creacions,flat,4.3,13916.0,Super Built up area 3090(287.07 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3090.0,3.0,4,3+,6.0,South-West,Relatively New,B69960750,sector 22,3090.0,2600.0,2100.0,0,1,0,0,1,1,120,1030.0
smart world orchard,flat,1.6,13913.0,Carpet area: 1150 (106.84 sq.m.),1150.0,2.0,2,2,3.0,East,New Property,K68962668,sector 61,,,1150.0,1,0,0,0,0,0,122,575.0
sare green parc phase 3,flat,0.79,6086.0,Super Built up area 1298(120.59 sq.m.),1298.0,3.0,2,2,15.0,North,New Property,C69898752,sector 92,1298.0,,,0,0,0,0,0,0,29,432.6666666666667
m3m soulitude,flat,1.14,8000.0,Carpet area: 1423 (132.2 sq.m.),1425.0,3.0,3,2,2.0,East,Under Construction,X66948958,sector 89,,,1423.0,1,0,0,0,0,0,77,475.0
shree vardhman flora,flat,0.65,4815.0,Super Built up area 1350(125.42 sq.m.),1350.0,2.0,2,3,6.0,West,Relatively New,T69236258,sector 90,1350.0,,,1,0,0,0,0,0,174,675.0
independent,house,2.55,16378.0,Plot area 173(144.65 sq.m.),1557.0,3.0,3,2,2.0,South,Old Property,,sector 2,,1557.0,,0,0,0,0,0,0,8,519.0
independent,house,0.7,6034.0,Plot area 1160(107.77 sq.m.),1160.0,3.0,3,0,1.0,North-East,Relatively New,,sector 12,,1160.0,,0,0,0,0,0,0,23,386.6666666666667
ansal heights,flat,0.6,4545.0,Super Built up area 1320(122.63 sq.m.),1320.0,2.0,2,3,11.0,,Under Construction,U38642171,sector 92,1320.0,,,0,0,0,0,1,0,23,660.0
experion the heartsong,flat,2.08,9905.0,Built Up area: 2631 (244.43 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),2100.0,4.0,4,3+,3.0,East,Relatively New,H68321948,sector 108,,2631.0,2100.0,0,1,0,0,0,0,126,525.0
awho shanti vihar,flat,0.82,9880.0,Super Built up area 1400(130.06 sq.m.)Carpet area: 830 sq.ft. (77.11 sq.m.),830.0,2.0,2,3+,13.0,East,New Property,X62867284,sector 95,1400.0,,830.0,1,0,0,0,0,0,114,415.0
tulip violet,flat,1.75,8883.0,Super Built up area 1970(183.02 sq.m.),1970.0,4.0,4,1,12.0,North-West,Relatively New,N69355550,sector 69,1970.0,,,0,0,0,0,0,0,86,492.5
orchid island,flat,1.7,10652.0,Carpet area: 1596 (148.27 sq.m.),1596.0,3.0,4,3,2.0,West,Moderately Old,V69789902,sector 51,,,1596.0,0,0,1,1,0,0,90,532.0
emaar mgf emerald floors premier,flat,2.65,16061.0,Carpet area: 1650 (153.29 sq.m.),1650.0,3.0,3,3,5.0,North,Relatively New,I69729604,sector 65,,,1650.0,1,1,0,0,0,0,37,550.0
emaar mgf emerald floors,flat,2.6,15758.0,Carpet area: 1650 (153.29 sq.m.),1650.0,3.0,3,3+,3.0,East,Undefined,B66743880,sector 65,,,1650.0,0,0,0,0,0,0,0,550.0
independent,house,4.5,20000.0,Carpet area: 2500 (232.26 sq.m.),2250.0,5.0,5,1,1.0,,Relatively New,,sector 14,,,2500.0,0,0,0,0,0,0,0,450.0
lotus homz,flat,0.6,8451.0,Carpet area: 710 (65.96 sq.m.),710.0,2.0,2,3,9.0,East,New Property,U68353772,sector 111,,,710.0,0,0,0,0,0,0,52,355.0
corona gracieux,flat,1.46,5499.0,Super Built up area 2650(246.19 sq.m.),2655.0,4.0,6,3+,8.0,,New Property,M69166004,sector 76,2650.0,,,0,1,0,0,0,0,58,663.75
independent,house,8.4,25926.0,Plot area 360(301.01 sq.m.),3240.0,4.0,4,3,2.0,,Old Property,,sector 48,,3240.0,,0,1,0,1,0,2,15,810.0
ireo victory valley,flat,4.55,14537.0,Super Built up area 3130(290.79 sq.m.),3130.0,4.0,4,3+,19.0,South,Relatively New,D69771054,sector 67,3130.0,,,0,1,0,0,0,2,156,782.5
independent,house,1.7,9444.0,Built Up area: 200 (167.23 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),1800.0,3.0,3,0,1.0,,Undefined,,sector 12a,,200.0,180.0,0,0,0,0,0,0,0,600.0
ats tourmaline,house,1.87,8698.0,Built Up area: 2150 (199.74 sq.m.),2150.0,3.0,4,0,12.0,,Undefined,,sector 109,,2150.0,,0,0,0,0,0,0,0,716.6666666666666
mapsko mount ville,flat,1.25,7716.0,Super Built up area 1620(150.5 sq.m.)Carpet area: 862.18 sq.ft. (80.1 sq.m.),1620.0,3.0,3,2,1.0,South-West,Relatively New,R69683448,sector 79,1620.0,,862.18,1,0,0,1,0,2,166,540.0
experion the heartsong,flat,0.98,13351.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),734.0,2.0,3,3,4.0,East,Relatively New,P69721330,sector 108,1283.0,978.23,734.43,1,0,0,0,0,0,135,367.0
ats triumph,flat,1.83,7991.0,Super Built up area 2290(212.75 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),2290.0,3.0,4,3+,10.0,North,Relatively New,A66305504,sector 104,2290.0,2000.0,1750.0,0,1,0,0,0,0,165,763.3333333333334
independent,house,1.5,5000.0,Built Up area: 3000 (278.71 sq.m.),3000.0,6.0,1,0,1.0,,New Property,,sector 5,,3000.0,,0,0,0,0,0,0,0,500.0
the arzoo cghs,flat,2.1,9130.0,Built Up area: 2300 (213.68 sq.m.),2300.0,4.0,4,3,1.0,,Relatively New,W70041250,sector 51,,2300.0,,0,0,0,0,0,0,58,575.0
ats tourmaline,flat,1.45,6744.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.)Carpet area: 1660 sq.ft. (154.22 sq.m.),2150.0,3.0,4,3+,4.0,North-West,Relatively New,D64898286,sector 109,2150.0,1797.0,1660.0,0,1,0,0,0,0,71,716.6666666666666
ansal heights 86,flat,1.3,4666.0,Super Built up area 2786(258.83 sq.m.),2786.0,4.0,6,2,11.0,East,New Property,C69834778,sector 86,2786.0,,,0,1,0,0,1,0,86,696.5
avl 36 gurgaon,flat,0.5,8333.0,Built Up area: 600 (55.74 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),600.0,1.0,1,1,5.0,,Undefined,C69668916,sector 36a,,600.0,500.0,0,0,0,0,0,0,0,600.0
microtek greenburg,flat,1.25,8446.0,Super Built up area 1480(137.5 sq.m.),1480.0,3.0,4,3,0.0,South-West,Relatively New,D69131478,sector 86,1480.0,,,1,0,0,0,0,0,49,493.3333333333333
park royal apartment,flat,1.85,9024.0,Carpet area: 2050 (190.45 sq.m.),2050.0,3.0,4,3,7.0,,Old Property,K68236506,sector 56,,,2050.0,0,1,0,0,0,0,72,683.3333333333334
vatika gurgaon,flat,1.12,6455.0,Super Built up area 1735(161.19 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1126 sq.ft. (104.61 sq.m.),1735.0,3.0,3,2,4.0,South-East,Relatively New,A68896320,sector 83,1735.0,1200.0,1126.0,1,1,1,1,0,2,165,578.3333333333334
signature global synera,flat,0.49,6667.0,Super Built up area 735(68.28 sq.m.)Built Up area: 700 sq.ft. (65.03 sq.m.)Carpet area: 635 sq.ft. (58.99 sq.m.),735.0,2.0,2,3,5.0,South,Relatively New,R69389972,sector 81,735.0,700.0,635.0,0,0,0,0,0,0,117,367.5
international city by sobha phase 1,house,6.3,9000.0,Built Up area: 7000 (650.32 sq.m.)Carpet area: 4500 sq.ft. (418.06 sq.m.),7000.0,4.0,5,3+,2.0,West,Relatively New,,sector 109,,7000.0,4500.0,0,0,0,0,0,2,122,1750.0
pyramid elite,flat,0.45,7745.0,Carpet area: 581.41 (54.01 sq.m.),581.0,2.0,2,1,4.0,,Under Construction,I68593654,sector 86,,,581.3582389999999,0,0,0,0,0,0,66,290.5
dlf the primus,flat,2.7,10481.0,Super Built up area 2576(239.32 sq.m.)Carpet area: 1306 sq.ft. (121.33 sq.m.),2576.0,4.0,4,3+,18.0,East,Moderately Old,X68655328,sector 82,2576.0,,1306.0,0,1,0,0,0,0,38,644.0
ss the leaf,flat,1.2,7317.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1640.0,2.0,2,3,6.0,North,Relatively New,G69992530,sector 85,1640.0,1300.0,1000.0,0,0,0,0,0,2,174,820.0
aipl zen residences,flat,1.75,10258.0,Built Up area: 1706 (158.49 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),1706.0,3.0,4,3+,20.0,North-East,Relatively New,R69992056,sector 70,,1706.0,1050.0,0,0,0,0,1,1,49,568.6666666666666
independent,house,1.5,11111.0,Plot area 150(125.42 sq.m.),1350.0,5.0,5,2,3.0,,Old Property,,sector 12,,1350.0,,0,0,0,0,0,0,16,270.0
la vida by tata housing,flat,1.93,12223.0,Super Built up area 1579(146.69 sq.m.),1579.0,3.0,3,2,8.0,,Under Construction,M68912518,sector 113,1579.0,,,0,0,0,0,0,0,71,526.3333333333334
emaar palm gardens,flat,1.3,11872.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1095.3 sq.ft. (101.76 sq.m.),1095.0,3.0,3,3,16.0,North,Relatively New,H69770092,sector 83,1720.0,,1095.3,0,1,0,0,0,2,174,365.0
godrej icon,flat,1.62,10019.0,Super Built up area 1617(150.22 sq.m.),1617.0,3.0,2,3+,10.0,East,Relatively New,U69075862,sector 88a,1617.0,,,1,0,0,0,0,1,49,539.0
m3m golf hills,flat,1.45,10211.0,Carpet area: 1420 (131.92 sq.m.),1420.0,2.0,2,3,15.0,,Under Construction,D69857690,sector 79,,,1420.0,0,0,0,0,0,0,67,710.0
emaar mgf the palm drive,flat,3.0,15385.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1720 sq.ft. (159.79 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),1950.0,3.0,3,2,12.0,East,Relatively New,Z69406478,sector 66,1950.0,1720.0,1620.0,0,1,0,0,0,0,96,650.0
emaar digihomes,flat,2.1,13926.0,Super Built up area 1508(140.1 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1508.0,2.0,2,3,12.0,North-East,New Property,V70088016,sector 62,1508.0,1500.0,1200.0,0,0,0,0,1,2,49,754.0
sidhartha ncr one phase,flat,0.6,4800.0,Built Up area: 1250 (116.13 sq.m.),1250.0,2.0,2,3,10.0,North-East,Undefined,X69692376,sector 95,,1250.0,,0,0,0,0,0,0,0,625.0
sobha city,flat,2.1,13972.0,Super Built up area 1381(128.3 sq.m.),1503.0,2.0,2,2,3.0,,Under Construction,Y67006136,sector 108,1381.0,,,0,0,0,0,0,0,74,751.5
ramsons kshitij,flat,0.22,6471.0,Super Built up area 340(31.59 sq.m.),340.0,1.0,1,1,2.0,,New Property,N52301370,sector 95,340.0,,,0,0,0,0,0,0,0,340.0
signature global solera,flat,0.51,7907.0,Carpet area: 645 (59.92 sq.m.),645.0,3.0,2,2,9.0,South,Relatively New,H69308942,sector 107,,,645.0,0,0,0,0,1,0,15,215.0
emaar mgf emerald floors premier,flat,2.79,14127.0,Carpet area: 1975 (183.48 sq.m.),1975.0,4.0,4,3+,2.0,South-West,Relatively New,H69099026,sector 65,,,1975.0,1,1,0,0,0,1,174,493.75
nul,house,15.0,23438.0,Built Up area: 6400 (594.58 sq.m.),6400.0,5.0,5,3,2.0,West,Moderately Old,,sector 25,,6400.0,,1,1,0,1,0,2,112,1280.0
sare green parc phase 3,flat,0.7,5279.0,Super Built up area 1326(123.19 sq.m.)Built Up area: 1325 sq.ft. (123.1 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),1326.0,3.0,2,2,4.0,,Relatively New,K67380076,sector 92,1326.0,1325.0,1320.0,0,0,0,0,0,0,56,442.0
central park resorts,flat,15.0,22388.0,Carpet area: 6700 (622.45 sq.m.),6700.0,5.0,6,3+,17.0,,Relatively New,G69746434,sector 48,,,6700.0,1,1,0,1,0,1,45,1340.0
rose apartment,flat,3.0,10482.0,Super Built up area 2862(265.89 sq.m.),2862.0,3.0,5,3+,8.0,,Old Property,J57402614,sector 28,2862.0,,,0,0,0,0,0,0,0,954.0
wings apartment,flat,1.2,6667.0,Carpet area: 1800 (167.23 sq.m.),1800.0,4.0,3,2,4.0,South-East,Moderately Old,X66152092,sector 9,,,1800.0,0,0,0,0,0,2,23,450.0
smart world orchard,flat,1.7,15004.0,Carpet area: 1150 (106.84 sq.m.),1133.0,2.0,2,2,4.0,,Under Construction,S66575160,sector 61,,,1150.0,0,0,0,0,0,0,24,566.5
tulip violet,flat,1.95,9701.0,Super Built up area 2010(186.74 sq.m.),2010.0,4.0,4,2,0.0,West,Relatively New,Z69721338,sector 69,2010.0,,,0,0,0,0,0,0,157,502.5
sidhartha ncr greens,flat,0.96,6202.0,Carpet area: 1548 (143.81 sq.m.),1548.0,3.0,3,3,8.0,,New Property,P61617128,sector 95,,,1548.0,0,0,1,1,0,0,8,516.0
m3m skycity,flat,2.0,15267.0,Super Built up area 1310(121.7 sq.m.),1310.0,2.0,2,2,16.0,East,New Property,N67311426,sector 65,1310.0,,,0,0,0,0,0,2,174,655.0
la vida by tata housing,flat,1.9,18500.0,Super Built up area 1579(146.69 sq.m.)Carpet area: 1027 sq.ft. (95.41 sq.m.),1027.0,3.0,2,2,10.0,North-East,Relatively New,Y69198780,sector 113,1579.0,,1027.0,0,0,0,1,0,2,174,342.3333333333333
ats triumph,flat,1.75,7642.0,Super Built up area 2290(212.75 sq.m.),2290.0,3.0,4,3+,11.0,South-East,Relatively New,T69574214,sector 104,2290.0,,,0,1,0,0,0,0,110,763.3333333333334
dlf city plots phase 2,house,10.55,39074.0,Plot area 300(250.84 sq.m.),2700.0,5.0,6,3+,3.0,East,Moderately Old,,sector 25,,2700.0,,1,1,1,1,0,0,131,540.0
ansal api sushant estate,flat,0.29,11600.0,Carpet area: 250 (23.23 sq.m.),250.0,1.0,1,0,0.0,,Moderately Old,B70175060,sector 52,,,250.0,0,0,0,0,0,2,49,250.0
independent,house,0.8,10485.0,Built Up area: 763 (70.89 sq.m.),763.0,1.0,1,0,1.0,,Undefined,,sector 69,,763.0,,0,0,0,0,0,0,0,763.0
signature the roselia,flat,0.45,7909.0,Carpet area: 569 (52.86 sq.m.),569.0,2.0,2,2,2.0,East,New Property,L66086946,sector 95a,,,569.0,0,0,0,0,0,2,31,284.5
tata primanti,flat,5.0,11111.0,Built Up area: 4500 (418.06 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4500.0,4.0,4,3+,2.0,North-East,Moderately Old,X69887156,sector 72,,4500.0,3500.0,1,1,0,1,1,2,174,1125.0
godrej,flat,1.34,8524.0,Super Built up area 1572(146.04 sq.m.),1572.0,2.0,2,3,2.0,North-West,Relatively New,J69483440,sector 79,1572.0,,,1,0,0,0,0,0,158,786.0
m3m heights,flat,2.33,18477.0,Super Built up area 1261(117.15 sq.m.),1261.0,2.0,2,3,35.0,North-East,Under Construction,E68308908,sector 65,1261.0,,,0,0,0,0,0,2,49,630.5
m3m heights,flat,2.0,13957.0,Built Up area: 1433 (133.13 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1433.0,2.0,2,2,32.0,,Undefined,M68639830,sector 65,,1433.0,1000.0,0,0,0,0,0,0,48,716.5
m3m capital,flat,2.57,15576.0,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),1650.0,4.0,5,3+,25.0,East,Under Construction,B68315926,sector 113,,2060.0,1650.0,1,0,0,0,0,2,79,412.5
independent,house,4.95,20370.0,Plot area 270(225.75 sq.m.),2430.0,6.0,5,3+,3.0,West,Relatively New,,sector 2,,2430.0,,0,1,0,0,0,0,91,405.0
independent,house,0.89,8128.0,Built Up area: 1095 (101.73 sq.m.),1095.0,1.0,1,0,1.0,,Undefined,,sector 81,,1095.0,,0,0,0,0,0,0,0,1095.0
independent,house,10.5,29022.0,Plot area 402(336.12 sq.m.),3618.0,5.0,5,3,3.0,East,Moderately Old,,sector 25,,3618.0,,1,1,0,1,0,0,42,723.6
independent,house,13.0,45710.0,Plot area 316(264.22 sq.m.),2844.0,6.0,8,3+,,,Relatively New,,sector 25,,2844.0,,1,1,1,1,0,1,0,474.0
ireo victory valley,house,8.0,22222.0,Plot area 400(334.45 sq.m.),3600.0,6.0,7,3+,3.0,North-East,Moderately Old,,sector 67,,3600.0,,1,1,1,1,0,2,151,600.0
dlf regal gardens,flat,1.24,7066.0,Super Built up area 1755(163.04 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1755.0,3.0,3,3+,9.0,South,Relatively New,Y42062055,sector 90,1755.0,1600.0,1400.0,0,0,0,0,1,0,72,585.0
paras dews,flat,0.95,6859.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),1385.0,2.0,2,3+,2.0,North,Relatively New,B70066954,sector 106,1385.0,940.0,845.0,0,0,0,0,0,0,49,692.5
emaar mgf emerald estate,flat,1.42,13922.0,Super Built up area 1020(94.76 sq.m.)Built Up area: 1010 sq.ft. (93.83 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),1020.0,2.0,2,2,6.0,North-East,Relatively New,B69686632,sector 65,1020.0,1010.0,750.0,1,0,0,0,0,2,174,510.0
bestech park view sanskruti,flat,1.83,7871.0,Super Built up area 2325(216 sq.m.),2325.0,4.0,3,3,8.0,East,New Property,T69976534,sector 92,2325.0,,,0,1,0,0,0,0,128,581.25
tulip violet,flat,1.6,10139.0,Super Built up area 1578(146.6 sq.m.),1578.0,3.0,3,2,0.0,South-West,Relatively New,J69393258,sector 69,1578.0,,,0,0,0,1,0,0,49,526.0
smart world orchard,flat,2.54,15497.0,Carpet area: 1640 (152.36 sq.m.),1639.0,3.0,3,3,2.0,,Under Construction,I69547932,sector 61,,,1640.0,0,0,1,0,0,0,16,546.3333333333334
signature global city 63a,house,1.5,6289.0,Built Up area: 2385 (221.57 sq.m.),2385.0,3.0,3,2,1.0,,New Property,,sector 63,,2385.0,,0,0,0,0,0,0,0,795.0
tulip violet,flat,1.4,8929.0,Super Built up area 1568(145.67 sq.m.),1568.0,3.0,3,1,12.0,North,Relatively New,Y69407304,sector 69,1568.0,,,0,0,0,0,0,0,157,522.6666666666666
unitech the residences,flat,1.55,9873.0,Super Built up area 1570(145.86 sq.m.),1570.0,3.0,4,1,1.0,South,Relatively New,V65879520,sector 33,1570.0,,,0,1,0,0,0,0,37,523.3333333333334
the nav manesar apartment,flat,0.85,3953.0,Super Built up area 2150(199.74 sq.m.),2150.0,3.0,3,3+,5.0,North-East,Moderately Old,A68198542,sector 1,2150.0,,,0,1,0,0,0,0,5,716.6666666666666
zara aavaas,flat,0.26,7808.0,Built Up area: 301 (27.96 sq.m.),333.0,1.0,1,2,0.0,North-East,Relatively New,O64023902,sector 104,,301.0,,0,0,0,0,0,0,91,333.0
independent,house,1.65,13750.0,Built Up area: 1200 (111.48 sq.m.),1200.0,1.0,1,0,1.0,,Undefined,,sector 41,,1200.0,,0,0,0,0,0,0,0,1200.0
vatika lifestyle homes,flat,1.25,6838.0,Super Built up area 1827.5(169.78 sq.m.),1828.0,3.0,2,1,6.0,South-West,Relatively New,B69846404,sector 83,1827.5,,,1,1,1,1,0,1,174,609.3333333333334
paras dews,flat,1.4,6001.0,Super Built up area 1760(163.51 sq.m.),2333.0,3.0,4,3+,12.0,,Under Construction,L32711003,sector 106,1760.0,,,1,1,0,0,1,0,55,777.6666666666666
ireo skyon,flat,2.85,13936.0,Super Built up area 2045(189.99 sq.m.)Built Up area: 1640 sq.ft. (152.36 sq.m.)Carpet area: 1490 sq.ft. (138.43 sq.m.),2045.0,3.0,4,3+,5.0,South,Relatively New,G70024212,sector 60,2045.0,1640.0,1490.0,0,1,0,0,0,2,174,681.6666666666666
independent,house,0.75,6410.0,Built Up area: 130 (12.08 sq.m.),1170.0,2.0,2,0,1.0,,Undefined,,sector 5,,130.0,,0,0,0,0,0,0,0,585.0
vatika city,flat,2.65,11773.0,Super Built up area 2251.42(209.16 sq.m.)Built Up area: 1750.75 sq.ft. (162.65 sq.m.),2251.0,3.0,4,3,11.0,East,Moderately Old,H69430168,sector 49,2251.42,1750.75,,0,1,0,1,0,2,140,750.3333333333334
m3m the marina,flat,2.22,14323.0,Super Built up area 1550(144 sq.m.),1550.0,3.0,2,3,4.0,East,Relatively New,T69492986,sector 68,1550.0,,,0,0,0,0,0,0,44,516.6666666666666
tulip violet,flat,1.4,8929.0,Super Built up area 1568(145.67 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1568.0,3.0,3,1,12.0,North,Relatively New,B69429802,sector 69,1568.0,,1200.0,0,0,0,1,0,0,174,522.6666666666666
sneh vihar,house,1.35,10000.0,Plot area 1350(125.42 sq.m.),1350.0,5.0,5,3+,4.0,,Relatively New,,sector 47,,1350.0,,0,0,0,0,0,0,0,270.0
shivpuri,house,2.4,8889.0,Plot area 300(250.84 sq.m.),2700.0,10.0,5,3,2.0,North,Old Property,,shivpuri,,2700.0,,1,1,0,1,0,0,8,270.0
independent,house,16.0,35556.0,Plot area 500(418.06 sq.m.),4500.0,5.0,6,3,2.0,North-East,Old Property,,sector 26,,4500.0,,0,0,0,0,0,0,0,900.0
cghs airport apartment,flat,1.65,7857.0,Super Built up area 2100(195.1 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),2100.0,3.0,3,3,1.0,North-East,Old Property,A69847632,sector 47,2100.0,,1720.0,0,0,0,0,1,2,136,700.0
independent,house,0.42,4667.0,Plot area 900(83.61 sq.m.),900.0,2.0,2,1,1.0,,Relatively New,,sector 10,,900.0,,0,0,0,0,0,0,0,450.0
tulip violet,flat,1.37,8676.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),1579.0,3.0,3,1,12.0,East,Relatively New,F69354676,sector 69,1578.0,,1538.0,0,0,0,1,0,0,95,526.3333333333334
ambience creacions,flat,6.16,20533.0,Carpet area: 3000 (278.71 sq.m.),3000.0,4.0,5,3+,10.0,South-East,New Property,I68793680,sector 22,,,3000.0,0,1,0,1,0,2,49,750.0
independent,house,3.2,13519.0,Plot area 263(219.9 sq.m.),2367.0,3.0,3,2,1.0,East,Old Property,,sector 9,,2367.0,,0,0,0,0,0,2,36,789.0
independent,house,5.0,16244.0,Plot area 342(285.96 sq.m.),3078.0,4.0,4,2,2.0,East,Old Property,,sector 23,,3078.0,,0,0,0,0,0,0,7,769.5
